openalex_id,doi,pmid,label_included,label_abstract_included,method
,,https://pubmed.ncbi.nlm.nih.gov/27466338,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/25392983,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/25232310,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/24888634,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/24174675,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/23790035,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/23197709,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/23100440,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/22993428,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/22578504,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/22425153,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/22080836,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/21818402,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/21749913,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/21187381,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/20962230,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/20826312,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/20668197,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/19646879,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/19244537,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/18430923,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/18342622,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/17634358,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/16980542,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/15823532,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/15525759,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/15255973,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/14684832,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/14668437,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/12149133,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/11606630,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/11440718,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/10751447,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/10939338,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/10784450,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/10706287,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/10516293,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/9763495,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/9461212,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/9348350,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/8938125,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/8790424,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/8367473,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/8295077,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/7687228,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/8382739,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/1382471,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/1321066,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/1723265,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/3127581,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/3939242,1,1,
,,,1,1,
,,,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/28178513,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/27568554,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/25972175,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/25644700,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/24291093,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/24133261,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/23948901,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/23536094,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/23516298,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/23387411,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/23345239,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/23054636,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/22988290,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/22342328,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/22190729,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/22123966,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/22042858,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/21912703,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/21368057,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/21206762,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/20667877,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/20224292,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/20089909,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/20071510,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/19614975,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/19193904,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/19075226,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/19052955,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/19043409,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/18161591,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/18093529,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17846780,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17640898,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17508335,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17464798,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17464797,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17464794,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17435226,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17322874,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17267579,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17197197,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17088531,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/16964495,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/16890528,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/16856137,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/16740144,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/16418434,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/15719418,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/15504331,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/14972677,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/12756487,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/12488817,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/11914720,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/11529271,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/11397912,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/11373680,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/11114336,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/10402192,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/9052800,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/10456109,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/8953046,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/8722782,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/10467582,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/7576632,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/8586960,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/8569740,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/1795234,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/1848082,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/1702651,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/12106145,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/2500505,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/2427679,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/4020527,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/6427773,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/17246201,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/16593363,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/6300356,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/6572401,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/6409500,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/6288893,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/6264500,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/6256649,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/818641,0,1,
,,,0,1,
,,https://pubmed.ncbi.nlm.nih.gov/28379939,0,0,
,,https://pubmed.ncbi.nlm.nih.gov/28277941,0,0,
,,https://pubmed.ncbi.nlm.nih.gov/28257663,0,0,
,,https://pubmed.ncbi.nlm.nih.gov/28199832,0,0,
