openalex_id,doi,pmid,label_included,label_abstract_included,method
,https://doi.org/10.1002/jcu.22071,,1,,
,https://doi.org/10.1097/PHM.0b013e3182923691,,1,,
,https://doi.org/10.3899/jrheum.090013,,1,,
,https://doi.org/10.3389/fphar.2019.00267,,1,,
,https://doi.org/10.1007/s00296-012-2660-5,,1,,
,https://doi.org/10.1016/j.apmr.2013.09.021,,1,,
,https://doi.org/10.1016/j.ultrasmedbio.2016.05.015,,1,,
,https://doi.org/10.1007/s00402-014-2110-9,,1,,
,https://doi.org/10.1093/rheumatology/kep424,,1,,
,https://doi.org/10.2214/AJR.14.13545,,1,,
,https://doi.org/10.1097/WNP.0000000000000342,,1,,
,https://doi.org/10.1080/00913847.2018.1400897,,1,,
,https://doi.org/10.1097/PHM.0000000000000877,,1,,
,https://doi.org/10.1016/j.jbspin.2015.06.014,,1,,
,,,1,,
,https://doi.org/10.3109/03009742.2011.599071,,1,,
,https://doi.org/10.1186/s12879-020-05223-z,,1,,
,https://doi.org/10.1097/AAP.0000000000000056,,1,,
,https://doi.org/10.1002/art.40494,,1,,
,https://doi.org/10.7863/ultra.15.08076,,1,,
,https://doi.org/10.1007/s10067-016-3393-8,,1,,
,https://doi.org/10.4137/CMaMd.s40401,,1,,
,https://doi.org/10.1111/1756-185X.12961,,1,,
,https://doi.org/10.1016/j.joms.2016.11.013,,1,,
,https://doi.org/10.1007/s00296-013-2892-z,,1,,
,https://doi.org/10.1002/art.27448,,1,,
,https://doi.org/10.1097/PHM.0b013e31829b4d72,,1,,
,https://doi.org/10.5812/semj.83929,,1,,
,,,1,,
,https://doi.org/10.1097/JSM.0000000000000781,,1,,
,https://doi.org/10.1016/j.ejr.2018.01.005,,1,,
,https://doi.org/10.1007/s10067-020-05254-6,,1,,
,https://doi.org/10.1007/s10067-015-2937-7,,1,,
,,,1,,
,,,1,,
,https://doi.org/10.1002/art.40433,,1,,
,https://doi.org/10.1016/j.jse.2011.04.004,,1,,
,https://doi.org/10.1136/ard.2007.084616,,1,,
,https://doi.org/10.1136/rmdopen-2018-000799,,1,,
,https://doi.org/10.1016/j.mayocp.2018.08.038,,1,,
,https://doi.org/10.1007/s00256-019-03315-9,,1,,
,,,1,,
,https://doi.org/10.3344/kjp.2020.33.3.258,,1,,
,https://doi.org/10.1177/1558944719846572,,1,,
,https://doi.org/10.2147/JPR.S212948,,1,,
,https://doi.org/10.1007/s10067-013-2438-5,,1,,
,https://doi.org/10.1002/jum.15081,,1,,
,,,1,,
,https://doi.org/10.1007/s00296-014-2966-6,,1,,
,https://doi.org/10.3899/jrheum.100866,,1,,
,https://doi.org/10.1055/s-0043-120109,,1,,
,https://doi.org/10.1016/j.apmr.2009.07.025,,1,,
,https://doi.org/10.1002/jcu.22661,,1,,
,https://doi.org/10.1016/j.arthro.2013.08.027,,1,,
,https://doi.org/10.1177/1753193419839892,,1,,
,https://doi.org/10.1007/s00256-019-03370-2,,1,,
,https://doi.org/10.1007/s00296-018-3938-z,,1,,
,https://doi.org/10.1177/2309499018772368,,1,,
,https://doi.org/10.1111/papr.12304,,1,,
,https://doi.org/10.1016/j.ultrasmedbio.2011.02.014,,1,,
,https://doi.org/10.1148/radiol.2017162888,,1,,
,https://doi.org/10.1002/jcu.20890,,1,,
,https://doi.org/10.1016/j.jhsa.2019.02.007,,1,,
,https://doi.org/10.2340/16501977-2308,,1,,
,https://doi.org/10.1097/RHU.0b013e31823a49a4,,1,,
,https://doi.org/10.3171/2011.6.SPINE10695,,0,,
,https://doi.org/10.1097/BPO.0000000000001187,,0,,
,,,0,,
,https://doi.org/10.1007/s00167-015-3978-9,,0,,
,,,0,,
,https://doi.org/10.1016/j.arthro.2017.12.006,,0,,
,https://doi.org/10.1016/j.joca.2015.05.002,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1002/mus.22091,,0,,
,https://doi.org/10.1186/s13256-017-1492-z,,0,,
,,,0,,
,https://doi.org/10.1097/BOT.0000000000001432,,0,,
,,,0,,
,https://doi.org/10.1097/BRS.0b013e31819e2235,,0,,
,https://doi.org/10.2967/jnumed.114.150532,,0,,
,https://doi.org/10.7507/1002-1892.201701037,,0,,
,https://doi.org/10.2967/jnumed.114.150532,,0,,
,https://doi.org/10.1055/s-0036-1597980,,0,,
,https://doi.org/10.1007/s00586-017-5143-2,,0,,
,,,0,,
,https://doi.org/10.3171/SPI/2008/8/3/237,,0,,
,https://doi.org/10.1016/j.ahc.2006.06.005,,0,,
,https://doi.org/10.3969/j.issn.1673-8225.2009.52.005,,0,,
,https://doi.org/10.1097/BSD.0000000000000304,,0,,
,https://doi.org/10.1055/s-0034-1383131,,0,,
,https://doi.org/10.3171/2016.10.SPINE16560,,0,,
,https://doi.org/10.1002/14651858.CD007261.pub2,,0,,
,,,0,,
,,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1016/j.bjan.2014.04.004,,0,,
,https://doi.org/10.1002/14651858.CD010709.pub2,,0,,
,https://doi.org/10.2147/CIA.S147757,,0,,
,https://doi.org/10.5812/aapm.41719,,0,,
,https://doi.org/10.1111/j.1533-2500.2009.00266.x,,0,,
,https://doi.org/10.5812/aapm.41719,,0,,
,,,0,,
,https://doi.org/10.1016/j.conctc.2018.07.004,,0,,
,https://doi.org/10.1016/S0168-6054(01)00091-5,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1097/BSD.0b013e31824e53af,,0,,
,,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1007/s00256-010-1081-3,,0,,
,https://doi.org/10.1590/1806-9282.65.7.982,,0,,
,https://doi.org/10.1111/j.1756-185X.2012.01758.x,,0,,
,https://doi.org/10.3290/j.qi.a35131,,0,,
,https://doi.org/10.1016/j.bjan.2014.04.004,,0,,
,https://doi.org/10.1097/BRS.0b013e31827b4d61,,0,,
,https://doi.org/10.1016/j.ijscr.2017.08.045,,0,,
,,,0,,
,https://doi.org/10.1016/j.apmr.2007.04.016,,0,,
,https://doi.org/10.1186/s13075-016-0970-9,,0,,
,https://doi.org/10.1097/BRS.0b013e31823c80d8,,0,,
,https://doi.org/10.3109/08820538.2015.1096401,,0,,
,,,0,,
,https://doi.org/10.1016/j.spinee.2008.01.009,,0,,
,,,0,,
,https://doi.org/10.1016/j.cpm.2011.11.001,,0,,
,https://doi.org/10.2106/JBJS.17.01127,,0,,
,https://doi.org/10.1186/s12891-016-1049-0,,0,,
,,,0,,
,https://doi.org/10.1016/j.jocn.2015.03.019,,0,,
,https://doi.org/10.1016/S0140-6736(17)30065-X,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.2106/JBJS.E.01383,,0,,
,https://doi.org/10.1007/s00064-005-1138-6,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1186/1476-0711-8-32,,0,,
,,,0,,
,https://doi.org/10.1177/1120700018813216,,0,,
,,,0,,
,https://doi.org/10.31729/jnma.3950,,0,,
,https://doi.org/10.1186/s13063-018-2795-0,,0,,
,,,0,,
,https://doi.org/10.1007/s00264-012-1628-0,,0,,
,https://doi.org/10.1302/0301-620X.99B10.BJJ-2016-1283.R1,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1007/s00586-016-4928-z,,0,,
,https://doi.org/10.1111/sms.12451,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1007/s00586-012-2333-9,,0,,
,https://doi.org/10.1007/s40477-013-0018-9,,0,,
,https://doi.org/10.1007/s11999-013-3206-1,,0,,
,https://doi.org/10.1016/j.jcms.2011.04.006,,0,,
,,,0,,
,https://doi.org/10.1016/j.jcot.2014.11.001,,0,,
,,,0,,
,https://doi.org/10.1016/j.humpath.2019.07.001,,0,,
,https://doi.org/10.1100/2012/356712,,0,,
,,,0,,
,https://doi.org/10.1093/rheumatology/kel217,,0,,
,,,0,,
,https://doi.org/10.12968/hmed.2018.79.8.465,,0,,
,,,0,,
,https://doi.org/10.1016/j.mporth.2015.11.003,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1016/j.pmrj.2009.04.008,,0,,
,https://doi.org/10.1097/BCO.0000000000000480,,0,,
,https://doi.org/10.1016/j.otsr.2018.11.005,,0,,
,https://doi.org/10.1016/j.math.2012.05.006,,0,,
,,,0,,
,https://doi.org/10.1177/1071100719847700,,0,,
,https://doi.org/10.1177/1071100717744206,,0,,
,,,0,,
,https://doi.org/10.3109/17453674.2015.1094713,,0,,
,https://doi.org/10.1177/1753193415616959,,0,,
,https://doi.org/10.1097/AAP.0b013e3181e90ec9,,0,,
,https://doi.org/10.1007/s00167-012-2088-1,,0,,
,,,0,,
,https://doi.org/10.7326/M16-0569,,0,,
,,,0,,
,https://doi.org/10.1016/j.joca.2011.01.023,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1007/s40520-015-0517-y,,0,,
,https://doi.org/10.1097/BRS.0b013e3181a029e1,,0,,
,https://doi.org/10.1097/MEJ.0b013e328348d8f8,,0,,
,https://doi.org/10.1097/BSD.0b013e3182416f5c,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1249/JSR.0b013e3181f27403,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1186/1471-2474-9-147,,0,,
,,,0,,
,https://doi.org/10.1007/s00064-010-8070-5,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1007/s11999-013-3069-5,,0,,
,https://doi.org/10.1016/j.rco.2008.04.015,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1097/BRS.0b013e31825ef954,,0,,
,https://doi.org/10.1002/art.39977,,0,,
,https://doi.org/10.1016/j.gaitpost.2016.07.011,,0,,
,https://doi.org/10.1055/a-0504-5684,,0,,
,https://doi.org/10.1002/jcu.10203,,0,,
,,,0,,
,https://doi.org/10.1007/s11908-005-0011-3,,0,,
,,,0,,
,https://doi.org/10.1016/j.joms.2016.09.045,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1016/j.wneu.2018.05.116,,0,,
,https://doi.org/10.23736/S0392-0488.16.05005-7,,0,,
,https://doi.org/10.7326/M16-0569,,0,,
,https://doi.org/10.1016/j.stomax.2007.12.005,,0,,
,https://doi.org/10.1177/1758998315584835,,0,,
,,,0,,
,https://doi.org/10.1007/s11999-009-1152-8,,0,,
,,,0,,
,https://doi.org/10.1016/j.joca.2008.06.016,,0,,
,https://doi.org/10.1002/art.37735,,0,,
,https://doi.org/10.1136/annrheumdis-2013-eular.201,,0,,
,,,0,,
,https://doi.org/10.1055/s-0032-1327805,,0,,
,https://doi.org/10.1186/1471-2474-11-189,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1002/art.40700,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1590/S0482-50042009000400003,,0,,
,,,0,,
,https://doi.org/10.1016/j.arth.2004.11.021,,0,,
,https://doi.org/10.1097/AAP.0b013e318291c8ed,,0,,
,,,0,,
,https://doi.org/10.1186/s12969-017-0155-3,,0,,
,https://doi.org/10.3109/09593981003607629,,0,,
,https://doi.org/10.1007/s00064-011-0116-9,,0,,
,,,0,,
,https://doi.org/10.1007/s11547-009-0425-3,,0,,
,https://doi.org/10.1007/s00586-013-2932-0,,0,,
,https://doi.org/10.1016/S1474-4422(15)00089-7,,0,,
,https://doi.org/10.1007/s00586-017-5033-7,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1007/s00064-010-9013-x,,0,,
,https://doi.org/10.1016/j.jhsa.2014.12.016,,0,,
,https://doi.org/10.1007/s00270-016-1545-5,,0,,
,https://doi.org/10.1055/s-0038-1673360,,0,,
,https://doi.org/10.1007/s11999-015-4321-y,,0,,
,,,0,,
,https://doi.org/10.2106/JBJS.CC.17.00017,,0,,
,https://doi.org/10.2106/JBJS.CC.17.00017,,0,,
,https://doi.org/10.1002/art.40700,,0,,
,https://doi.org/10.1007/s11999-009-1027-z,,0,,
,https://doi.org/10.2214/AJR.10.4501,,0,,
,https://doi.org/10.2214/AJR.10.5364,,0,,
,https://doi.org/10.1136/ard.59.12.936,,0,,
,https://doi.org/10.1186/s13075-018-1538-7,,0,,
,https://doi.org/10.2106/JBJS.O.00396,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1016/j.arth.2009.11.007,,0,,
,https://doi.org/10.1016/j.anorl.2011.01.006,,0,,
,https://doi.org/10.1007/s40266-019-00639-y,,0,,
,https://doi.org/10.1186/s12891-018-2144-1,,0,,
,https://doi.org/10.1007/s00167-013-2687-5,,0,,
,https://doi.org/10.5301/hipint.5000440,,0,,
,https://doi.org/10.1097/BRS.0b013e318221a800,,0,,
,,,0,,
,https://doi.org/10.1016/j.jocn.2015.03.061,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1186/s13256-019-2095-7,,0,,
,https://doi.org/10.14444/2050,,0,,
,https://doi.org/10.1016/j.otsr.2009.06.003,,0,,
,,,0,,
,https://doi.org/10.1016/j.otsr.2010.02.006,,0,,
,https://doi.org/10.4293/108680811X13125733356279,,0,,
,,,0,,
,https://doi.org/10.1007/s00402-018-2870-8,,0,,
,,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1055/s-2002-35324,,0,,
,https://doi.org/10.1128/JCM.01914-16,,0,,
,https://doi.org/10.3174/ajnr.A1575,,0,,
,,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1016/j.arth.2008.09.024,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1053/mr.2000.3805,,0,,
,https://doi.org/10.1016/j.pmr.2016.04.004,,0,,
,https://doi.org/10.1007/s00701-009-0198-4,,0,,
,,,0,,
,https://doi.org/10.1097/BRS.0b013e3181d5fee3,,0,,
,https://doi.org/10.1007/s00701-009-0592-y,,0,,
,https://doi.org/10.1002/cncr.30268,,0,,
,,,0,,
,https://doi.org/10.1302/0301-620X.99B2.BJJ-2016-0098.R1,,0,,
,https://doi.org/10.1097/j.pain.0000000000000209,,0,,
,https://doi.org/10.2106/JBJS.17.00134,,0,,
,https://doi.org/10.7863/jum.2004.23.5.701,,0,,
,https://doi.org/10.1002/pmrj.12180,,0,,
,https://doi.org/10.1097/BRS.0000000000002765,,0,,
,https://doi.org/10.1016/S0140-6736(11)60244-4,,0,,
,https://doi.org/10.1097/BSD.0b013e3181991413,,0,,
,https://doi.org/10.1016/j.main.2010.01.002,,0,,
,,,0,,
,https://doi.org/10.1007/s40268-015-0119-3,,0,,
,https://doi.org/10.1186/1471-2474-13-242,,0,,
,https://doi.org/10.1016/j.injury.2011.03.041,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1159/000117799,,0,,
,,,0,,
,https://doi.org/10.1007/s11999-014-3821-5,,0,,
,https://doi.org/10.1302/0301-620X.90B7.20566,,0,,
,,,0,,
,https://doi.org/10.1016/j.ajodo.2013.11.026,,0,,
,https://doi.org/10.7863/ultra.32.9.1643,,0,,
,,,0,,
,https://doi.org/10.1007/s10620-016-4178-2,,0,,
,https://doi.org/10.1097/BPO.0b013e318247195a,,0,,
,https://doi.org/10.1007/s00167-014-3337-2,,0,,
,,,0,,
,https://doi.org/10.1161/CIRCIMAGING.112.000151,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1016/j.jbspin.2016.07.001,,0,,
,https://doi.org/10.1007/s00270-012-0422-0,,0,,
,https://doi.org/10.1007/s11999-015-4437-0,,0,,
,https://doi.org/10.1097/AAP.0000000000000308,,0,,
,https://doi.org/10.2106/JBJS.H.00559,,0,,
,https://doi.org/10.1007/s00256-014-2075-3,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1007/s11999-012-2367-7,,0,,
,,,0,,
,https://doi.org/10.1016/j.rca.2017.05.005,,0,,
,,,0,,
,https://doi.org/10.1007/s11999-010-1506-2,,0,,
,https://doi.org/10.1016/j.otsr.2012.04.005,,0,,
,https://doi.org/10.1186/1471-2474-14-25,,0,,
,https://doi.org/10.1007/s00402-007-0536-z,,0,,
,,,0,,
,https://doi.org/10.1371/journal.pone.0073917,,0,,
,https://doi.org/10.1016/j.lungcan.2016.05.028,,0,,
,https://doi.org/10.1186/s13075-015-0550-4,,0,,
,https://doi.org/10.1016/j.rdc.2009.10.009,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1007/s10151-013-0993-z,,0,,
,,,0,,
,https://doi.org/10.1007/s00064-012-0204-5,,0,,
,https://doi.org/10.1007/s11999-010-1661-5,,0,,
,,,0,,
,https://doi.org/10.1007/s00132-014-3010-y,,0,,
,https://doi.org/10.1007/s00167-013-2624-7,,0,,
,,,0,,
,,,0,,
,,,0,,
,,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1016/j.spinee.2013.12.027,,0,,
,,,0,,
,https://doi.org/10.1016/j.joad.2016.04.001,,0,,
,https://doi.org/10.1055/s-2007-989439,,0,,
,https://doi.org/10.1186/1471-2474-13-148,,0,,
,https://doi.org/10.1016/j.jse.2016.04.037,,0,,
,,,0,,
,https://doi.org/10.1016/j.jse.2011.04.006,,0,,
,,,0,,
,https://doi.org/10.1186/ar3228,,0,,
,https://doi.org/10.1186/s13063-015-0828-5,,0,,
,https://doi.org/10.1007/s10029-016-1506-6,,0,,
,https://doi.org/10.1213/ANE.0b013e3181eb6372,,0,,
,,,0,,
,https://doi.org/10.3109/17453671003619011,,0,,
,,,0,,
,https://doi.org/10.3389/fmed.2019.00095,,0,,
,https://doi.org/10.1097/NCC.0b013e3182406297,,0,,
,https://doi.org/10.1118/1.2905025,,0,,
,https://doi.org/10.1007/s00068-010-0069-y,,0,,
,,,0,,
,https://doi.org/10.1097/BOR.0b013e32835fd8eb,,0,,
,https://doi.org/10.1007/s00167-018-5307-6,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.3171/2017.7.PEDS17240,,0,,
,https://doi.org/10.1177/0363546515612758,,0,,
,https://doi.org/10.1227/NEU.0000000000000233,,0,,
,,,0,,
,https://doi.org/10.3109/17453674.2010.524596,,0,,
,https://doi.org/10.1007/s00264-010-1042-4,,0,,
,https://doi.org/10.3344/kjp.2017.30.1.59,,0,,
,https://doi.org/10.1186/s13063-018-2873-3,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1053/j.otsm.2004.04.007,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1097/01.bsd.0000166640.23448.09,,0,,
,,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1016/j.ejrad.2011.01.125,,0,,
,https://doi.org/10.1111/j.1532-5415.2010.02850.x,,0,,
,https://doi.org/10.1080/00913847.2015.1074854,,0,,
,https://doi.org/10.1007/s10067-019-04719-7,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1007/s11999-014-3545-6,,0,,
,https://doi.org/10.31616/asj.2018.12.6.1017,,0,,
,https://doi.org/10.1097/BRS.0b013e3182540579,,0,,
,,,0,,
,https://doi.org/10.1016/j.cpcardiol.2007.10.004,,0,,
,,,0,,
,https://doi.org/10.1007/s11999-008-0562-3,,0,,
,https://doi.org/10.4103/jcvjs.JCVJS_92_18,,0,,
,,,0,,
,https://doi.org/10.1016/j.csm.2015.06.006,,0,,
,https://doi.org/10.1007/s10067-014-2768-y,,0,,
,https://doi.org/10.1016/j.fcl.2017.04.009,,0,,
,https://doi.org/10.1055/s-0034-1370280,,0,,
,https://doi.org/10.1007/s11999-010-1656-2,,0,,
,https://doi.org/10.1097/BCO.0b013e3182982ca4,,0,,
,https://doi.org/10.4103/0019-5413.98832,,0,,
,,,0,,
,https://doi.org/10.1097/PRS.0000000000000575,,0,,
,https://doi.org/10.1177/2325967114S00071,,0,,
,https://doi.org/10.1016/j.jcms.2015.06.031,,0,,
,https://doi.org/10.1007/s00256-016-2539-8,,0,,
,https://doi.org/10.1186/ar4439,,0,,
,https://doi.org/10.1016/j.spinee.2018.01.014,,0,,
,https://doi.org/10.1097/BRS.0000000000001864,,0,,
,,,0,,
,https://doi.org/10.1097/RHU.0000000000000136,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1016/j.ejrad.2009.02.008,,0,,
,https://doi.org/10.1016/j.arthro.2011.01.008,,0,,
,,,0,,
,https://doi.org/10.1177/0363546514562548,,0,,
,https://doi.org/10.1007/s00590-015-1677-3,,0,,
,https://doi.org/10.31486/toj.18.0107,,0,,
,https://doi.org/10.1302/0301-620X.98B6.36633,,0,,
,https://doi.org/10.5312/wjo.v7.i1.61,,0,,
,https://doi.org/10.1055/s-2002-36448,,0,,
,https://doi.org/10.1007/s00393-016-0242-8,,0,,
,,,0,,
,https://doi.org/10.1055/s-2004-821034,,0,,
,https://doi.org/10.1580/1080-6032(2003)014[0094:PIIRC]2.0.CO;2,,0,,
,https://doi.org/10.1302/0301-620X.86B7.15108,,0,,
,https://doi.org/10.1024/1661-8157.98.24.1457,,0,,
,https://doi.org/10.1007/s00586-010-1640-2,,0,,
,https://doi.org/10.1002/acr.23457,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.3899/jrheum.141211,,0,,
,https://doi.org/10.1111/j.1742-1241.2005.00380.x,,0,,
,,,0,,
,https://doi.org/10.1007/s10067-018-4144-9,,0,,
,https://doi.org/10.1097/BCO.0000000000000113,,0,,
,https://doi.org/10.3171/SPI/2008/8/4/327,,0,,
,,,0,,
,https://doi.org/10.1055/s-0038-1673363,,0,,
,https://doi.org/10.1007/s00256-015-2137-1,,0,,
,https://doi.org/10.1177/0363546519851097,,0,,
,https://doi.org/10.1055/s-0032-1328495,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1007/s11999-010-1360-2,,0,,
,https://doi.org/10.1097/BOT.0000000000000091,,0,,
,,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.1016/j.knee.2012.04.008,,0,,
,https://doi.org/10.1186/s13075-014-0455-7,,0,,
,,,0,,
,https://doi.org/10.1136/ard.2008.104018,,0,,
,https://doi.org/10.1097/BTO.0000000000000165,,0,,
,,,0,,
,https://doi.org/10.1016/j.jts.2014.03.004,,0,,
,https://doi.org/10.1007/s00167-013-2639-0,,0,,
,,,0,,
,https://doi.org/10.1007/s11999-008-0207-6,,0,,
,https://doi.org/10.1007/s00586-010-1683-4,,0,,
,,,0,,
,https://doi.org/10.3109/03009742.2011.566433,,0,,
,https://doi.org/10.1186/1471-2474-15-368,,0,,
,https://doi.org/10.1002/ebch.1891,,0,,
,https://doi.org/10.1016/j.wneu.2016.01.053,,0,,
