openalex_id,doi,pmid,lens_id,label_included,label_abstract_included
https://openalex.org/w2718978864,https://doi.org/10.1016/j.jss.2017.06.037,,,0,0
https://openalex.org/w1605372485,https://doi.org/10.1002/spe.2268,,062-746-861-583-069,0,0
https://openalex.org/w2620436109,https://doi.org/10.1109/icse.2017.14,,108-422-685-739-939,0,0
https://openalex.org/w2343851243,https://doi.org/10.1109/tse.2015.2503740,,117-870-922-913-984,1,1
https://openalex.org/w2510522306,https://doi.org/10.1145/2975945.2975951,,071-532-692-551-009,0,0
https://openalex.org/w2609398547,https://doi.org/10.1016/j.jss.2017.04.017,,,0,0
https://openalex.org/w2767357856,https://doi.org/10.1109/icsme.2017.77,,075-902-418-607-445,0,0
https://openalex.org/w2955200306,https://doi.org/10.1109/icse-companion.2019.00062,,001-353-567-606-389,0,0
https://openalex.org/w3003478215,https://doi.org/10.1117/12.2550500,,013-078-289-607-307,0,1
https://openalex.org/w2149554597,https://doi.org/10.1109/tse.2013.4,,097-110-865-096-002,0,0
https://openalex.org/w2774526117,https://doi.org/10.1109/tse.2017.2779479,,011-753-686-008-15X,0,0
https://openalex.org/w2575127240,https://doi.org/10.1109/icsme.2016.94,,009-221-996-791-099,0,0
https://openalex.org/w2726260382,https://doi.org/10.1109/msr.2017.5,,037-689-331-981-161,0,0
https://openalex.org/w2767783754,https://doi.org/10.1109/icsme.2017.35,,035-107-751-315-020,0,0
https://openalex.org/w2776171490,https://doi.org/10.1109/tse.2017.2787585,,028-395-964-769-291,0,0
https://openalex.org/w2767556175,https://doi.org/10.1109/icsme.2017.22,,013-629-609-710-388,0,0
https://openalex.org/w2085915380,https://doi.org/10.5555/800078.802514,,,0,0
https://openalex.org/w2601548810,https://doi.org/10.1109/saner.2017.7884612,,022-900-946-008-41X,0,0
https://openalex.org/w2764124112,https://doi.org/10.1109/i-smac.2017.8058275,,056-358-337-694-326,0,0
https://openalex.org/w4230608237,https://doi.org/10.1109/saner.2017.7884600,,054-301-538-071-58X,0,0
https://openalex.org/w2767988819,https://doi.org/10.1109/icsme.2017.40,,067-877-791-031-745,0,0
https://openalex.org/w2574530310,https://doi.org/10.1109/icsme.2016.79,,119-131-821-045-19X,0,0
https://openalex.org/w2552610137,https://doi.org/10.1016/j.jss.2016.11.036,,,0,0
https://openalex.org/w2767434420,https://doi.org/10.1109/icsme.2017.19,,121-112-310-455-427,0,0
https://openalex.org/w2020144937,https://doi.org/10.1109/eurocon.2011.5929241,,025-831-746-343-953,0,0
https://openalex.org/w2586191823,https://doi.org/10.1007/s10664-017-9499-z,,,0,0
https://openalex.org/w1970859006,https://doi.org/10.5555/800078.802554,,,0,0
https://openalex.org/w2413347707,https://doi.org/10.1016/j.jss.2016.06.010,,,0,0
https://openalex.org/w2164721131,https://doi.org/10.1145/1294948.1294970,,025-188-745-616-868,0,0
https://openalex.org/w2597156934,https://doi.org/10.1016/j.infsof.2017.03.006,,,0,0
https://openalex.org/w2887719616,https://doi.org/10.1007/s10664-017-9502-8,,038-920-594-399-494,0,0
https://openalex.org/w1970742626,https://doi.org/10.1145/1176617.1176725,,143-974-682-602-966,0,0
https://openalex.org/w2417608402,https://doi.org/10.1109/tse.2016.2576454,,057-341-042-584-387,0,0
https://openalex.org/w2897774225,https://doi.org/10.3390/app8101902,,006-458-208-719-018,0,0
https://openalex.org/w2903092487,https://doi.org/10.1016/j.infsof.2018.11.008,,045-837-375-335-18X,0,0
https://openalex.org/w2767997443,https://doi.org/10.1109/icsme.2017.38,,046-065-471-933-883,0,0
https://openalex.org/w1999993570,https://doi.org/10.1145/1852786.1852797,,061-133-048-736-095,0,0
https://openalex.org/w2606250847,https://doi.org/10.1007/s10664-017-9539-8,,080-329-398-899-197,0,0
https://openalex.org/w2564490203,https://doi.org/10.1109/sate.2016.11,,018-168-269-000-808,0,0
https://openalex.org/w2027270827,https://doi.org/10.1109/kst.2015.7051460,,018-178-745-531-28X,0,1
https://openalex.org/w2605404816,https://doi.org/10.1109/msr.2017.60,,041-402-825-566-21X,0,0
https://openalex.org/w2082004625,https://doi.org/10.1145/2693561.2693565,,061-646-488-060-133,0,0
https://openalex.org/w2123481946,https://doi.org/10.1109/icst.2009.34,,024-661-433-753-518,0,0
https://openalex.org/w2414974126,https://doi.org/10.1016/j.jss.2016.06.009,,031-444-090-794-280,0,0
https://openalex.org/w2622436244,https://doi.org/10.1002/smr.1879,,053-485-790-262-903,0,0
https://openalex.org/w2753086708,https://doi.org/10.1016/j.jss.2017.09.009,,,0,0
https://openalex.org/w144610867,https://doi.org/10.1007/978-3-642-39742-4_6,,000-124-087-397-455,1,1
https://openalex.org/w2954449342,https://doi.org/10.1109/icse.2019.00028,,021-666-784-784-547,0,0
https://openalex.org/w2492846598,https://doi.org/10.1016/j.jss.2016.07.032,,,0,0
https://openalex.org/w2604810999,https://doi.org/10.1016/j.jss.2017.04.001,,,0,0
https://openalex.org/w2600093426,https://doi.org/10.1109/saner.2017.7884675,,104-797-257-373-526,0,0
https://openalex.org/w2886168462,https://doi.org/10.1109/tse.2017.2738640,,074-332-408-277-851,0,0
https://openalex.org/w2589663975,https://doi.org/10.1109/icse-seip.2017.13,,079-615-889-423-312,0,0
https://openalex.org/w2730466056,https://doi.org/10.1109/icse-seip.2017.28,,020-525-130-794-273,0,0
https://openalex.org/w2601734385,https://doi.org/10.1109/saner.2017.7884634,,137-947-644-805-366,0,0
https://openalex.org/w2071704259,https://doi.org/10.1142/s0218194009004234,,061-603-344-046-48X,0,0
https://openalex.org/w2767269462,https://doi.org/10.1109/icsme.2017.13,,050-918-618-123-225,0,0
https://openalex.org/w2778319809,https://doi.org/10.1109/tse.2017.2788018,,090-334-043-776-541,0,0
https://openalex.org/w2618856907,https://doi.org/10.1007/s10664-017-9525-1,,,0,0
https://openalex.org/w2767952634,https://doi.org/10.1109/icsme.2017.29,,149-571-503-493-445,0,0
https://openalex.org/w2727164093,https://doi.org/10.1016/j.infsof.2017.06.007,,017-991-393-198-326,0,0
https://openalex.org/w2921494100,https://doi.org/10.29007/cgwr,,172-003-129-433-677,0,0
https://openalex.org/w2809228306,https://doi.org/10.1145/3183440.3183452,,118-991-573-519-694,0,0
https://openalex.org/w2582813716,https://doi.org/10.1002/smr.1853,,022-914-534-996-826,0,0
https://openalex.org/w2737675305,https://doi.org/10.1016/j.infsof.2017.07.011,,126-718-141-354-075,0,0
https://openalex.org/w2577222392,https://doi.org/10.1109/icsme.2016.16,,065-178-890-936-528,0,0
https://openalex.org/w1968056213,https://doi.org/10.1142/s0218194007003318,,090-094-120-990-112,0,0
https://openalex.org/w2129380977,https://doi.org/10.1017/s0269888909990075,,155-984-587-721-603,0,0
https://openalex.org/w2468703777,https://doi.org/10.1016/j.jss.2016.06.058,,,0,0
https://openalex.org/w2023931799,https://doi.org/10.1109/sbes.2015.9,,122-275-228-195-243,0,0
https://openalex.org/w2582805412,https://doi.org/10.1002/smr.1840,,040-417-673-056-418,0,0
https://openalex.org/w2624618266,https://doi.org/10.1016/j.jss.2017.05.098,,,0,0
https://openalex.org/w2612058502,https://doi.org/10.1016/j.infsof.2017.05.002,,091-338-952-910-87X,0,0
https://openalex.org/w2602793737,https://doi.org/10.1109/msr.2017.50,,050-105-519-614-258,0,0
https://openalex.org/w2467584898,https://doi.org/10.1016/j.jss.2016.07.016,,,0,0
https://openalex.org/w2618126787,https://doi.org/10.1109/icse.2017.35,,133-673-371-883-332,0,0
https://openalex.org/w2767795225,https://doi.org/10.1007/s10664-017-9559-4,,,0,0
https://openalex.org/w2775389555,https://doi.org/10.1007/s10664-017-9580-7,,001-424-251-403-265,0,0
https://openalex.org/w2577946807,https://doi.org/10.1109/tse.2017.2650914,,016-750-854-677-095,0,0
https://openalex.org/w2144849164,https://doi.org/10.1007/s10664-013-9296-2,,027-265-142-992-986,0,0
https://openalex.org/w2963011053,https://doi.org/10.1109/icsme.2017.27,,074-812-024-904-935,0,0
https://openalex.org/w2965803098,https://doi.org/10.1109/techdebt.2019.00015,,113-459-788-347-356,0,0
https://openalex.org/w2772922594,https://doi.org/10.1007/s10664-017-9574-5,,114-260-200-481-844,0,0
https://openalex.org/w2564075638,https://doi.org/10.1109/tse.2016.2645687,,061-435-872-853-859,0,0
https://openalex.org/w2777409625,https://doi.org/10.1007/s10664-017-9585-2,,011-418-647-164-880,0,0
https://openalex.org/w2527188357,https://doi.org/10.1109/tse.2016.2613863,,136-457-095-916-523,0,0
https://openalex.org/w2608628736,https://doi.org/10.1016/j.knosys.2017.04.014,,,1,1
https://openalex.org/w2965526865,https://doi.org/10.1145/3345629.3345630,,026-562-772-298-723,0,0
https://openalex.org/w2757656223,https://doi.org/10.1109/tse.2017.2754374,,030-620-095-088-768,0,0
https://openalex.org/w2763776913,https://doi.org/10.1007/s10664-017-9553-x,,112-955-589-221-693,0,0
https://openalex.org/w2396352606,https://doi.org/10.1145/2889160.2889272,,006-745-222-725-934,0,0
https://openalex.org/w2625626373,https://doi.org/10.1016/j.jss.2017.06.022,,047-974-834-998-075,0,0
https://openalex.org/w2494851992,https://doi.org/10.1007/s10664-016-9434-8,,,0,0
https://openalex.org/w2767977084,https://doi.org/10.1109/icsme.2017.81,,121-228-374-830-42X,0,0
https://openalex.org/w2487391445,https://doi.org/10.1016/j.jss.2016.07.010,,,0,0
https://openalex.org/w2597713927,https://doi.org/10.1109/saner.2017.7884671,,000-411-993-540-42X,0,0
https://openalex.org/w2617610500,https://doi.org/10.1109/icse.2017.57,,068-697-443-766-858,0,0
https://openalex.org/w2507664455,https://doi.org/10.1109/icse.2017.60,,098-513-083-469-68X,0,0
https://openalex.org/w2579804389,https://doi.org/10.1109/icsme.2016.44,,117-743-705-373-588,0,0
https://openalex.org/w2730329657,https://doi.org/10.1109/icse-seip.2017.1,,127-783-884-550-939,0,0
https://openalex.org/w2771362265,https://doi.org/10.1109/tse.2017.2780222,,050-227-922-996-490,0,0
https://openalex.org/w406750557,,,,0,0
https://openalex.org/w2602253609,https://doi.org/10.1016/j.jss.2017.03.057,,,0,0
https://openalex.org/w209543640,https://doi.org/10.1007/978-3-319-09156-3_25,,052-357-431-035-757,0,0
https://openalex.org/w2603029413,https://doi.org/10.1109/saner.2017.7884661,,074-061-451-755-781,0,0
https://openalex.org/w2587703861,https://doi.org/10.1002/smr.1842,,135-594-257-733-370,0,0
https://openalex.org/w2598593295,https://doi.org/10.1109/ms.2017.51,,036-544-112-488-314,0,0
https://openalex.org/w2543971965,https://doi.org/10.1007/s10664-016-9452-6,,,0,0
https://openalex.org/w2621851244,https://doi.org/10.1016/j.jss.2017.06.019,,,0,0
https://openalex.org/w2592405550,https://doi.org/10.1007/s10664-017-9507-3,,,0,0
https://openalex.org/w2581418936,https://doi.org/10.1002/smr.1854,,,0,0
https://openalex.org/w2379580874,https://doi.org/10.5220/0005891602100215,,009-291-627-690-827,0,0
https://openalex.org/w4237237116,https://doi.org/10.1109/icse.2017.5,,,0,0
https://openalex.org/w2580363593,https://doi.org/10.1016/j.infsof.2017.01.009,,,0,0
https://openalex.org/w2467405173,https://doi.org/10.1016/j.jss.2016.07.005,,088-361-159-494-599,0,0
https://openalex.org/w2093236531,https://doi.org/10.5555/800078.802520,,,0,0
https://openalex.org/w2603503942,https://doi.org/10.1109/saner.2017.7884664,,019-847-385-275-383,0,0
https://openalex.org/w2591547629,https://doi.org/10.1002/smr.1858,,002-208-766-305-808,0,0
https://openalex.org/w2530472435,https://doi.org/10.1002/smr.1820,,086-728-363-904-861,0,0
https://openalex.org/w2017184177,https://doi.org/10.5555/800078.802519,,,0,0
https://openalex.org/w2765638986,https://doi.org/10.1016/j.infsof.2017.10.010,,,0,0
https://openalex.org/w2751688213,https://doi.org/10.1109/tse.2017.2748129,,005-523-568-353-998,0,0
https://openalex.org/w2579500971,https://doi.org/10.1109/icsme.2016.26,,004-784-331-576-009,0,1
https://openalex.org/w1986300245,https://doi.org/10.1109/icse.2015.243,,,0,1
https://openalex.org/w2593989684,https://doi.org/10.1109/icse.2017.30,,182-016-587-853-05X,0,0
https://openalex.org/w2594205010,https://doi.org/10.1016/j.jss.2017.02.049,,,0,0
https://openalex.org/w2601961008,https://doi.org/10.1109/saner.2017.7884627,,099-549-479-394-961,0,0
https://openalex.org/w2770290320,https://doi.org/10.1109/tse.2017.2776152,,015-031-974-508-635,0,0
https://openalex.org/w1968074466,https://doi.org/10.1145/1985362.1985366,,084-088-355-330-727,0,0
https://openalex.org/w2767635119,https://doi.org/10.1109/icsme.2017.63,,070-857-057-192-536,0,0
https://openalex.org/w2139074146,https://doi.org/10.1109/ase.2013.6693086,,057-499-518-918-507,1,1
https://openalex.org/w4254993176,https://doi.org/10.1109/mtd.2012.6225993,,131-340-496-235-218,0,0
https://openalex.org/w2964350856,https://doi.org/10.1109/icpm.2019.00020,,048-757-744-364-250,0,0
https://openalex.org/w2621185860,https://doi.org/10.1016/j.infsof.2017.06.001,,126-111-365-847-273,0,0
https://openalex.org/w2780981476,https://doi.org/10.1109/i2ct.2017.8226297,,019-760-293-587-484,0,0
https://openalex.org/w2853012884,https://doi.org/10.1145/3205651.3208294,,050-397-687-908-076,0,0
https://openalex.org/w2597697585,https://doi.org/10.1109/saner.2017.7884651,,063-604-814-050-895,0,0
https://openalex.org/w2618025997,https://doi.org/10.1109/icse.2017.37,,045-674-688-493-791,0,0
https://openalex.org/w2530894209,https://doi.org/10.1002/smr.1803,,073-496-930-046-559,0,0
https://openalex.org/w2538571883,https://doi.org/10.1016/j.jss.2016.10.017,,024-623-648-670-464,0,0
https://openalex.org/w2769069578,https://doi.org/10.1016/j.infsof.2017.11.010,,,0,0
https://openalex.org/w2548667842,https://doi.org/10.1002/smr.1834,,041-353-142-706-879,0,0
https://openalex.org/w2598603502,https://doi.org/10.1109/saner.2017.7884660,,105-813-986-655-13X,0,0
https://openalex.org/w2285488815,https://doi.org/10.1145/2818187.2818286,,021-421-047-601-936,0,0
https://openalex.org/w3148771387,https://doi.org/10.1109/iwsc.2012.6227865,,,0,0
https://openalex.org/w2017198493,https://doi.org/10.1145/2351676.2351724,,096-672-403-358-555,0,1
https://openalex.org/w2525545809,https://doi.org/10.1016/j.jss.2016.09.043,,,0,0
https://openalex.org/w2724503592,https://doi.org/10.1109/msr.2017.63,,064-212-103-660-455,0,0
https://openalex.org/w2605594016,https://doi.org/10.1007/s10664-017-9516-2,,,0,0
https://openalex.org/w2565032187,https://doi.org/10.1007/s10664-016-9492-y,,162-776-731-626-529,0,0
https://openalex.org/w1980700033,https://doi.org/10.1109/wcre.2010.47,,063-798-737-707-82X,0,0
https://openalex.org/w2734320917,https://doi.org/10.1109/msr.2017.21,,044-324-146-644-843,0,0
https://openalex.org/w2548499315,https://doi.org/10.1007/s10664-016-9466-0,,,0,0
https://openalex.org/w2009391152,https://doi.org/10.1109/icssem.2011.6081283,,076-802-952-920-245,0,0
https://openalex.org/w2603261448,https://doi.org/10.1016/j.jss.2017.03.011,,010-636-539-012-344,0,0
https://openalex.org/w2582560208,https://doi.org/10.1109/saner.2017.7884635,,028-948-093-233-973,0,0
https://openalex.org/w2760805760,https://doi.org/10.1016/j.jss.2017.09.021,,,0,0
https://openalex.org/w2539716950,https://doi.org/10.1007/s10664-016-9458-0,,041-940-223-991-786,0,0
https://openalex.org/w2618014206,https://doi.org/10.1109/icse.2017.38,,104-955-543-730-732,0,0
https://openalex.org/w4292013059,https://doi.org/10.3217/jucs-012-07-0811,,,0,1
https://openalex.org/w4254332277,https://doi.org/10.1109/tse.2017.2764464,,111-941-423-572-473,0,0
https://openalex.org/w2767947975,https://doi.org/10.1109/icsme.2017.70,,012-225-240-873-445,0,0
https://openalex.org/w2585966308,https://doi.org/10.1002/smr.1851,,001-698-835-805-768,0,0
https://openalex.org/w2518420156,https://doi.org/10.1016/j.jss.2016.08.069,,,0,0
https://openalex.org/w2913914837,https://doi.org/10.1002/smr.2154,,007-113-896-018-903,0,0
https://openalex.org/w2777430404,https://doi.org/10.1109/tse.2017.2785841,,070-348-142-802-153,0,0
https://openalex.org/w1984893691,https://doi.org/10.1109/icsm.2013.38,,005-269-096-543-513,0,0
https://openalex.org/w2601502403,https://doi.org/10.1109/saner.2017.7884667,,073-114-817-036-029,0,0
https://openalex.org/w2602925985,https://doi.org/10.1016/j.infsof.2017.03.009,,,0,0
https://openalex.org/w2769452445,https://doi.org/10.1109/tse.2017.2774832,,166-910-335-828-436,0,0
https://openalex.org/w2532388769,https://doi.org/10.1109/seaa.2016.37,,113-175-832-043-794,0,0
https://openalex.org/w2576115447,https://doi.org/10.1109/tse.2017.2653105,,092-042-101-230-984,0,0
https://openalex.org/w2071983648,https://doi.org/10.1109/tse.2014.2372760,,142-465-293-762-921,0,1
https://openalex.org/w2403793401,https://doi.org/10.1109/saner.2016.84,,111-369-099-565-41X,0,1
