pmid,doi,openalex_id,label_included,method
https://pubmed.ncbi.nlm.nih.gov/32313799,https://doi.org/10.1177/2192568219841046,https://openalex.org/W2948695945,0,id_retrieval_doi
,https://doi.org/10.1055/s-0034-1376768,https://openalex.org/W2322908331,0,id_retrieval_doi
https://pubmed.ncbi.nlm.nih.gov/24436875,https://doi.org/10.1055/s-0033-1354250,https://openalex.org/W2017460510,0,id_retrieval_doi
,https://doi.org/10.1055/s-0035-1554284,https://openalex.org/W2575762511,0,id_retrieval_doi
,https://doi.org/10.1055/s-0034-1376692,https://openalex.org/W2319176876,0,id_retrieval_doi
,https://doi.org/10.1055/s-0035-1554531,https://openalex.org/W4248646560,0,id_retrieval_doi
https://pubmed.ncbi.nlm.nih.gov/27099812,https://doi.org/10.1055/s-0035-1558656,https://openalex.org/W2288711969,0,id_retrieval_doi
,https://doi.org/10.1055/s-0036-1583079,https://openalex.org/W2569136341,0,id_retrieval_doi
,https://doi.org/10.1055/s-0032-1319857,https://openalex.org/W2943418707,0,id_retrieval_doi
https://pubmed.ncbi.nlm.nih.gov/26225282,https://doi.org/10.1055/s-0035-1549033,https://openalex.org/W2053113973,0,id_retrieval_doi
,https://doi.org/10.1055/s-0036-1582763,https://openalex.org/W2569799083,0,id_retrieval_doi
,https://doi.org/10.1055/s-0036-1582659,https://openalex.org/W2573183730,0,id_retrieval_doi
https://pubmed.ncbi.nlm.nih.gov/32875830,https://doi.org/10.1177/2192568219888446,https://openalex.org/W2990147497,0,id_retrieval_doi
https://pubmed.ncbi.nlm.nih.gov/29977727,https://doi.org/10.1177/2192568217737317,https://openalex.org/W2764313128,0,id_retrieval_doi
https://pubmed.ncbi.nlm.nih.gov/32707021,https://doi.org/10.1177/2192568219884069,https://openalex.org/W2980443735,0,id_retrieval_doi
,https://doi.org/10.1055/s-0036-1582944,https://openalex.org/W4240770694,0,id_retrieval_doi
,https://doi.org/10.1055/s-0032-1320007,https://openalex.org/W2080730744,0,id_retrieval_doi
,,,0,
,,,0,
,,,0,
,,,0,
,https://doi.org/10.1097/brs.0000000000001168,https://openalex.org/W2313826691,0,search_title
,,,0,
,,,0,
,,,0,
,,,0,
,https://doi.org/10.1016/s0276-1092(08)79340-4,https://openalex.org/W2329867804,0,search_title
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,https://doi.org/10.1097/01.brs.0000232787.71938.5d,https://openalex.org/W2162059631,0,search_title
,,,0,
,,,0,
,,,0,
,https://doi.org/10.1097/brs.0b013e318160447a,https://openalex.org/W2027704158,0,search_title
,https://doi.org/10.1097/brs.0b013e31818ed8f4,https://openalex.org/W2163245468,0,search_title
,,,0,
,https://doi.org/10.1097/01.brs.0000149082.68262.b1,https://openalex.org/W111175795,0,search_title
,https://doi.org/10.1016/s0276-1092(08)79345-3,https://openalex.org/W2315078547,0,search_title
,,,0,
,https://doi.org/10.1097/brs.0000000000000091,https://openalex.org/W2322890886,0,search_title
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,https://doi.org/10.1097/01.brs.0000258903.67718.d5,https://openalex.org/W2065323721,0,search_title
,https://doi.org/10.1097/01.brs.0000157469.27779.de,https://openalex.org/W2023553845,0,search_title
,,,0,
,,,0,
,https://doi.org/10.1097/00007632-200405150-00021,https://openalex.org/W1983026710,0,search_title
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,,,0,
,https://doi.org/10.1097/brs.0b013e3182959695,https://openalex.org/W2333304214,0,search_title
,,,0,
,https://doi.org/10.1097/brs.0000000000001061,https://openalex.org/W1010285967,0,search_title
,,,0,
,,,0,
,https://doi.org/10.1097/brs.0000000000001151,https://openalex.org/W2235049698,0,search_title
,https://doi.org/10.1097/brs.0000000000001116,https://openalex.org/W2330942167,0,search_title
,,,0,
,https://doi.org/10.1097/01.brs.0000162569.00685.7b,https://openalex.org/W1993751573,0,search_title
,https://doi.org/10.1097/brs.0000000000001281,https://openalex.org/W2332518922,0,search_title
,https://doi.org/10.1097/brs.0000000000001279,https://openalex.org/W2322071061,0,search_title
,,,0,
,https://doi.org/10.1097/brs.0b013e3181ab6a78,https://openalex.org/W2080109974,0,search_title
,,,0,
,,,0,
,https://doi.org/10.1097/brs.0b013e318145ac39,https://openalex.org/W2013460267,0,search_title
,,,0,
,,,0,
,https://doi.org/10.1097/brs.0000000000001180,https://openalex.org/W2315494530,0,search_title
,https://doi.org/10.1097/brs.0b013e3181928f9a,https://openalex.org/W2057094027,0,search_title
,,,0,
,https://doi.org/10.1097/brs.0b013e3181695d3b,https://openalex.org/W1978719153,0,search_title
,https://doi.org/10.1097/00007632-200406010-00002,https://openalex.org/W2019117036,0,search_title
,https://doi.org/10.1097/01.brs.0000164266.00150.b6,https://openalex.org/W2033885563,0,search_title
,https://doi.org/10.1097/brs.0b013e3181b86eda,https://openalex.org/W2095301952,0,search_title
,https://doi.org/10.1097/01.brs.0000160844.71551.af,https://openalex.org/W1992746917,0,search_title
,,,0,
,,,0,
,,,0,
,,,0,
,https://doi.org/10.1097/brs.0b013e31813162f9,https://openalex.org/W2037920428,0,search_title
,,,0,
,,,0,
,https://doi.org/10.1097/01.brs.0000188189.21202.0f,https://openalex.org/W1984224889,0,search_title
