openalex_id,doi,pmid,label_included,label_abstract_included,method
,https://doi.org/10.1589/jpts.28.774,,1,,
,https://doi.org/10.1097/pep.0000000000000944,,1,,
,https://doi.org/10.1007/s13760-020-01400-8,,1,,
,https://doi.org/10.1145/3374920.3374975,,1,,
,https://doi.org/10.1186/s12984-020-00771-6,,1,,
,https://doi.org/10.3389/fbioe.2021.755506,,1,,
,https://doi.org/10.1177/0269215514533709,,1,,
,https://doi.org/10.1111/dmcn.14762,,1,,
,https://doi.org/10.1109/PAHCE.2011.5871877,,1,,
,https://doi.org/10.1016/j.jbiomech.2015.04.018,,1,,
,https://doi.org/10.2522/ptj.20140344,,1,,
,https://doi.org/10.1155/2016/8984379,,1,,
,https://doi.org/10.1109/IEMBS.2010.5626724,,1,,
,https://doi.org/10.1080/09593985.2018.1479810,,1,,
,https://doi.org/10.1109/ICVR.2017.8007472,,1,,
,https://doi.org/10.1109/tnsre.2020.2992036,,1,,
,https://doi.org/10.1007/s10055-020-00481-3,,1,,
,https://doi.org/10.1007/978-3-319-21070-4_15,,1,,
,https://doi.org/10.1109/ICVR.2009.5174200,,1,,
,https://doi.org/10.1016/j.apmr.2009.08.153,,1,,
,https://doi.org/10.7759/cureus.23489,,1,,
,,,1,,
,https://doi.org/10.1109/ICVR.2009.5174257,,1,,
,https://doi.org/10.3233/TAD-200319,,1,,
,https://doi.org/10.1089/g4h.2017.0193,,1,,
,https://doi.org/10.1007/978-3-030-49282-3_33,,1,,
,https://doi.org/10.1089/g4h.2017.0141,,1,,
,https://doi.org/10.3233/PRM-170439,,1,,
,https://doi.org/10.1007/978-3-319-46669-9_65,,1,,
,https://doi.org/10.3390/ijerph192214668,,1,,
,https://doi.org/10.3233/TAD-2009-0277,,1,,
,https://doi.org/10.1371/journal.pone.0234767,,1,,
,https://doi.org/10.1080/10400435.2020.1744770,,1,,
,https://doi.org/10.1145/2835966.2836287,,1,,
,https://doi.org/10.6180/jase.202112_24(6).0007,,1,,
,https://doi.org/10.1080/01942638.2021.1909688,,1,,
,https://doi.org/10.1515/cdbme-2020-2008,,1,,
,https://doi.org/10.1109/TNSRE.2019.2931778,,1,,
,https://doi.org/10.3390/s21175766,,1,,
,https://doi.org/10.3109/17518423.2012.760116,,1,,
,https://doi.org/10.3109/17483107.2014.932020,,1,,
,https://doi.org/10.1007/978-3-319-60928-7_9,,1,,
,https://doi.org/10.1097/PEP.0000000000000227,,0,,
,https://doi.org/10.3233/978-1-61499-798-6-479,,1,,
,https://doi.org/10.3991/ijet.v15i09.13047,,1,,
,,,1,,
,https://doi.org/10.5014/ajot.2022.76S1-PO211,,1,,
,https://doi.org/10.1016/j.jht.2019.03.012,,1,,
,https://doi.org/10.1007/978-3-642-33542-6_19,,1,,
,https://doi.org/10.1109/ICVR.2011.5971873,,1,,
,https://doi.org/10.2340/16501977-0679,,1,,
,https://doi.org/10.3109/17518423.2012.713401,,1,,
,https://doi.org/10.1145/3531706.3536458,,1,,
,https://doi.org/10.1089/g4h.2020.0182,,1,,
,,,1,,
,,,0,,
,,,0,,
,https://doi.org/10.1177/1545968309359767,,0,,
,https://doi.org/10.1002/oti.321,,0,,
,https://doi.org/10.1016/j.ejmhg.2014.07.005,,0,,
,https://doi.org/10.1186/s43042-022-00258-0,,0,,
,https://doi.org/10.1145/3030024.3040977,,0,,
,https://doi.org/10.1080/09638288.2022.2071484,,0,,
,https://doi.org/10.1155/2016/1072301,,0,,
,https://doi.org/10.1016/j.ejpn.2014.09.002,,0,,
,https://doi.org/10.2196/38509,,0,,
,https://doi.org/10.1186/s12883-020-01820-2,,0,,
,https://doi.org/10.3389/fneur.2014.00048,,0,,
,https://doi.org/10.1016/B978-0-12-822271-3.00006-2,,0,,
,https://doi.org/10.1016/j.ijmedinf.2019.06.016,,0,,
,https://doi.org/10.1097/pep.0000000000000914,,0,,
,,,0,,
,https://doi.org/10.2217/fnl.12.48,,0,,
,https://doi.org/10.1080/17518423.2018.1518351,,0,,
,https://doi.org/10.1097/PHM.0000000000000537,,0,,
,https://doi.org/10.1155/2015/861617,,0,,
,https://doi.org/10.1080/19411243.2017.1325814,,0,,
,https://doi.org/10.1080/17518423.2021.1903603,,0,,
,https://doi.org/10.1007/978-3-319-23832-6_16,,0,,
,https://doi.org/10.1007/978-3-319-46669-9,,0,,
,https://doi.org/10.1016/j.hansur.2020.02.011,,0,,
,https://doi.org/10.1136/bmjopen-2017-017204,,0,,
,https://doi.org/10.1109/IEMBS.2011.6090522,,0,,
,https://doi.org/10.1016/j.jelekin.2020.102481,,0,,
,https://doi.org/10.5014/ajot.2018.025981,,0,,
,https://doi.org/10.1145/2700648.2811356,,0,,
,https://doi.org/10.1080/01942638.2018.1484407,,0,,
,https://doi.org/10.1016/j.apmr.2013.06.027,,0,,
,https://doi.org/10.1016/j.ridd.2010.04.007,,0,,
,https://doi.org/10.3233/prm-200703,,0,,
,https://doi.org/10.4322/2526-8910.ctoAO1726,,0,,
,https://doi.org/10.3390/s20082416,,0,,
,https://doi.org/10.1007/s43465-019-00019-z,,0,,
,https://doi.org/10.4103/ortho.IJOrtho_241_17,,0,,
,https://doi.org/10.1093/ptj/pzz022,,0,,
,https://doi.org/10.25112/rco.v3i0.1794,,0,,
,https://doi.org/10.1109/ICSensT.2017.8304513,,0,,
,https://doi.org/10.3233/nre-192745,,0,,
,https://doi.org/10.4995/riai.2017.8819,,0,,
,https://doi.org/10.2196/23822,,0,,
,https://doi.org/10.3233/NRE-161302,,0,,
,https://doi.org/10.1080/01942630903011123,,0,,
,https://doi.org/10.1080/01942638.2017.1318431,,0,,
,https://doi.org/10.1007/978-3-319-95282-6_10,,0,,
,https://doi.org/10.1097/PHM.0b013e3182247076,,0,,
,https://doi.org/10.3233/TAD-2010-0303,,0,,
,,,0,,
,https://doi.org/10.1016/j.ridd.2013.05.007,,0,,
,https://doi.org/10.1109/ICVR.2009.5174230,,0,,
,https://doi.org/10.1016/j.motcer.2012.07.004,,0,,
,https://doi.org/10.1186/s13063-016-1534-7,,0,,
,https://doi.org/10.1007/s00221-014-3889-x,,0,,
,https://doi.org/10.1016/j.rehab.2019.06.008,,0,,
,https://doi.org/10.4103/1673-5374.131612,,0,,
,https://doi.org/10.1186/s12984-016-0141-x,,0,,
,https://doi.org/10.3109/17518423.2013.766818,,0,,
,https://doi.org/10.1177/0883073810394847,,0,,
,https://doi.org/10.3233/TAD-2010-0302,,0,,
,https://doi.org/10.7759/cureus.26085,,0,,
,https://doi.org/10.7759/cureus.21693,,0,,
,https://doi.org/10.1109/tnsre.2022.3198243,,0,,
,https://doi.org/10.1136/bmjopen-2012-002512,,0,,
,https://doi.org/10.3233/PRM-2012-0203,,0,,
,https://doi.org/10.1080/01942638.2018.1505802,,0,,
,https://doi.org/10.2340/16501977-0448,,0,,
,https://doi.org/10.21300/18.2-3.2016.207,,0,,
,https://doi.org/10.1089/g4h.2012.0015,,0,,
,https://doi.org/10.1016/j.apmr.2012.02.033,,0,,
,https://doi.org/10.1097/pep.0000000000000958,,0,,
,https://doi.org/10.1109/TITB.2009.2038995,,0,,
,https://doi.org/10.1177/15459683221090931,,0,,
,https://doi.org/10.1615/CritRevPhysRehabilMed.2014011138,,0,,
,https://doi.org/10.7759/cureus.26215,,0,,
,https://doi.org/10.1080/17483107.2017.1344884,,0,,
,https://doi.org/10.1111/dmcn.12705,,0,,
,https://doi.org/10.1109/TBME.2017.2723801,,0,,
,https://doi.org/10.2340/16501977-2633,,0,,
,https://doi.org/10.1016/j.compbiomed.2018.04.019,,0,,
,https://doi.org/10.1186/s12984-017-0293-3,,0,,
,,,0,,
,https://doi.org/10.12968/ijtr.2019.0122,,0,,
,https://doi.org/10.20971/kcpmd.2019.62.4.257,,0,,
,https://doi.org/10.1111/dmcn.13109,,0,,
,https://doi.org/10.1097/md.0000000000019016,,0,,
,https://doi.org/10.2196/rehab.3484,,0,,
,https://doi.org/10.2147/NDT.S84090,,0,,
,https://doi.org/10.1080/17483107.2017.1419384,,0,,
,https://doi.org/10.3791/59230,,0,,
,https://doi.org/10.1682/JRRD.2014.07.0164,,0,,
,https://doi.org/10.1589/jpts.28.2293,,0,,
,https://doi.org/10.1109/ICVR.2017.8007489,,0,,
,https://doi.org/10.1109/JSEN.2021.3122236,,0,,
,https://doi.org/10.1109/ICCSE.2014.6926479,,0,,
,https://doi.org/10.1109/TNSRE.2016.2560906,,0,,
,https://doi.org/10.1097/md.0000000000031404,,0,,
,https://doi.org/10.5435/00124635-201003000-00005,,0,,
,https://doi.org/10.3389/fpsyg.2018.01712,,0,,
,https://doi.org/10.3772/j.issn.1006-6748.2020.03.013,,0,,
,https://doi.org/10.1109/tnsre.2020.3038370,,0,,
,https://doi.org/10.1016/j.ejpn.2017.05.006,,0,,
,https://doi.org/10.1152/jn.00502.2022,,0,,
,https://doi.org/10.3389/fneur.2022.895055,,0,,
,https://doi.org/10.1111/j.2042-7166.2012.01156.x,,0,,
,https://doi.org/10.1186/1743-0003-7-40,,0,,
,https://doi.org/10.3390/s16040444,,0,,
,,,0,,
,https://doi.org/10.3390/s20247312,,0,,
,https://doi.org/10.1109/ICORR.2019.8779537,,0,,
,https://doi.org/10.1111/dmcn.13748,,0,,
,https://doi.org/10.2196/11470,,0,,
,https://doi.org/10.1016/j.spen.2013.06.006,,0,,
,https://doi.org/10.2147/JPR.S121590,,0,,
,https://doi.org/10.1186/s13063-016-1534-7,,0,,
,https://doi.org/10.1080/01942638.2016.1255291,,0,,
,https://doi.org/10.15621/ijphy/2015/v2i6/80769,,0,,
