openalex_id,doi,pmid,label_included
https://openalex.org/W2018734179,https://doi.org/10.1161/01.str.0000097490.88015.3a,https://pubmed.ncbi.nlm.nih.gov/14593127,0
https://openalex.org/W2090255060,https://doi.org/10.1159/000120941,https://pubmed.ncbi.nlm.nih.gov/8555100,0
https://openalex.org/W2083914463,https://doi.org/10.1016/s0304-3959(98)00238-3,https://pubmed.ncbi.nlm.nih.gov/10204754,0
https://openalex.org/W2123886974,https://doi.org/10.1080/003655299750026146,https://pubmed.ncbi.nlm.nih.gov/10423057,0
https://openalex.org/W2428128899,https://doi.org/10.1177/106002809402800229,https://pubmed.ncbi.nlm.nih.gov/8173156,0
https://openalex.org/W2257885467,,https://pubmed.ncbi.nlm.nih.gov/11379275,0
https://openalex.org/W2409219314,,https://pubmed.ncbi.nlm.nih.gov/12032942,0
https://openalex.org/W2433049166,,https://pubmed.ncbi.nlm.nih.gov/12528305,0
https://openalex.org/W2004951475,https://doi.org/10.1016/0006-3223(94)91203-3,https://pubmed.ncbi.nlm.nih.gov/8167209,0
https://openalex.org/W2125158795,https://doi.org/10.1530/eje.0.1410619,https://pubmed.ncbi.nlm.nih.gov/10601965,0
https://openalex.org/W2092769108,https://doi.org/10.1212/01.wnl.0000033622.27961.b6,https://pubmed.ncbi.nlm.nih.gov/12552027,0
https://openalex.org/W2038712529,https://doi.org/10.2165/00002018-199512060-00004,https://pubmed.ncbi.nlm.nih.gov/8527013,0
https://openalex.org/W2077091598,https://doi.org/10.1179/joc.2002.14.2.214,https://pubmed.ncbi.nlm.nih.gov/12017380,0
https://openalex.org/W2000115832,https://doi.org/10.1054/jocn.1999.0227,https://pubmed.ncbi.nlm.nih.gov/10938609,0
https://openalex.org/W2044869640,https://doi.org/10.1046/j.1526-4610.2002.02181.x,https://pubmed.ncbi.nlm.nih.gov/12390642,0
https://openalex.org/W1986341041,https://doi.org/10.1080/0269905031000070224,https://pubmed.ncbi.nlm.nih.gov/12775273,0
https://openalex.org/W2076986139,https://doi.org/10.1053/ejpn.2002.0606,https://pubmed.ncbi.nlm.nih.gov/12374576,0
https://openalex.org/W2115815858,https://doi.org/10.1212/wnl.48.4.803,https://pubmed.ncbi.nlm.nih.gov/9109858,0
https://openalex.org/W1986131103,https://doi.org/10.1159/000047780,https://pubmed.ncbi.nlm.nih.gov/11914542,0
https://openalex.org/W2090100414,https://doi.org/10.1016/s0920-1211(96)00081-2,https://pubmed.ncbi.nlm.nih.gov/8956930,0
https://openalex.org/W2072050529,https://doi.org/10.1016/s0733-8619(05)70103-1,https://pubmed.ncbi.nlm.nih.gov/9767068,0
https://openalex.org/W2017530679,https://doi.org/10.1017/s0012162201002122,https://pubmed.ncbi.nlm.nih.gov/12033715,0
https://openalex.org/W4302446829,,https://pubmed.ncbi.nlm.nih.gov/12054099,0
https://openalex.org/W2117973545,https://doi.org/10.1016/s0733-8619(05)70365-0,https://pubmed.ncbi.nlm.nih.gov/9421539,0
https://openalex.org/W1954627690,https://doi.org/10.1093/ajhp/58.14.1309,https://pubmed.ncbi.nlm.nih.gov/11471478,0
https://openalex.org/W2135735895,,https://pubmed.ncbi.nlm.nih.gov/10875526,0
https://openalex.org/W2087163217,https://doi.org/10.1159/000056062,https://pubmed.ncbi.nlm.nih.gov/12006760,0
https://openalex.org/W2083713694,https://doi.org/10.1034/j.1399-5618.2003.00047.x,https://pubmed.ncbi.nlm.nih.gov/14525559,0
https://openalex.org/W2050614005,https://doi.org/10.1016/0306-9877(95)90116-7,https://pubmed.ncbi.nlm.nih.gov/8569550,0
https://openalex.org/W2071262120,https://doi.org/10.1016/s0002-9343(01)01032-4,https://pubmed.ncbi.nlm.nih.gov/11812404,0
https://openalex.org/W2261543105,,https://pubmed.ncbi.nlm.nih.gov/8196850,0
https://openalex.org/W2098849296,https://doi.org/10.1111/j.1528-1157.1994.tb02445.x,https://pubmed.ncbi.nlm.nih.gov/8156958,0
https://openalex.org/W1966386441,https://doi.org/10.1111/j.1526-4610.1995.hed3503138.x,https://pubmed.ncbi.nlm.nih.gov/7721573,0
https://openalex.org/W2083298450,https://doi.org/10.1007/s00213-002-1167-2,https://pubmed.ncbi.nlm.nih.gov/12404078,0
https://openalex.org/W2326480989,https://doi.org/10.1097/00019052-200112000-00015,https://pubmed.ncbi.nlm.nih.gov/11723387,0
https://openalex.org/W2101300501,https://doi.org/10.1345/aph.18184,https://pubmed.ncbi.nlm.nih.gov/9972386,0
https://openalex.org/W2063978510,https://doi.org/10.1016/s0196-0644(94)70259-4,https://pubmed.ncbi.nlm.nih.gov/7978613,0
https://openalex.org/W2099951777,https://doi.org/10.1016/s0140-6736(03)14472-8,https://pubmed.ncbi.nlm.nih.gov/14550704,0
https://openalex.org/W2081597558,https://doi.org/10.1097/00000539-200009000-00034,https://pubmed.ncbi.nlm.nih.gov/10960399,0
https://openalex.org/W2090651652,https://doi.org/10.1177/0888439002250449,https://pubmed.ncbi.nlm.nih.gov/12645447,0
https://openalex.org/W2036308955,https://doi.org/10.1177/104990910001700111,https://pubmed.ncbi.nlm.nih.gov/11094920,0
https://openalex.org/W2055432693,https://doi.org/10.1097/00000539-200007000-00035,https://pubmed.ncbi.nlm.nih.gov/10866910,0
https://openalex.org/W2221234710,https://doi.org/10.1080/10790268.2002.11753609,https://pubmed.ncbi.nlm.nih.gov/12137213,0
https://openalex.org/W206804691,https://doi.org/10.1017/s031716710003986x,https://pubmed.ncbi.nlm.nih.gov/8529173,0
https://openalex.org/W2073011580,https://doi.org/10.1177/088307389901400611,https://pubmed.ncbi.nlm.nih.gov/10385850,0
https://openalex.org/W2090259702,https://doi.org/10.1016/s0035-9203(00)90126-3,https://pubmed.ncbi.nlm.nih.gov/11127248,0
https://openalex.org/W2024466455,https://doi.org/10.1191/1352458503ms896oa,https://pubmed.ncbi.nlm.nih.gov/12617270,0
https://openalex.org/W2084922502,https://doi.org/10.2165/00002018-199410040-00002,https://pubmed.ncbi.nlm.nih.gov/8018300,0
https://openalex.org/W3192077053,https://doi.org/10.2165/00003495-199448010-00008,https://pubmed.ncbi.nlm.nih.gov/7525198,0
https://openalex.org/W1572826896,https://doi.org/10.1007/978-3-7091-6020-6_3,https://pubmed.ncbi.nlm.nih.gov/12830928,0
