doi,openalex_id,label_included,pmid,method
https://doi.org/10.1109/ta.1963.4319462,https://openalex.org/W2068355113,0,,
https://doi.org/10.1109/tews.1968.4322332,https://openalex.org/W2004812200,0,,
https://doi.org/10.1109/tssc.1970.300292,https://openalex.org/W2110582694,0,,
https://doi.org/10.1109/t-c.1971.223130,https://openalex.org/W1994604020,0,,
https://doi.org/10.1109/cdc.1971.271069,https://openalex.org/W2073783311,0,,
https://doi.org/10.1109/proc.1973.9152,https://openalex.org/W1989580457,0,,
https://doi.org/10.1109/oceans.1974.1161424,https://openalex.org/W2005222556,0,,
https://doi.org/10.1109/t-c.1975.224246,https://openalex.org/W2115998209,0,,
https://doi.org/10.1109/tns.1975.4327765,https://openalex.org/W2077058493,0,,
https://doi.org/10.1109/tse.1975.6312823,https://openalex.org/W2109072829,0,,
https://doi.org/10.1002/j.1538-7305.1975.tb03294.x,https://openalex.org/W2060719750,0,,
https://doi.org/10.1109/isemc.1975.7567877,https://openalex.org/W2518910957,0,,
https://doi.org/10.1109/tassp.1976.1162794,https://openalex.org/W2111132004,0,,
https://doi.org/10.1109/tc.1976.1674654,https://openalex.org/W2048325417,0,,
https://doi.org/10.1109/cdc.1976.267777,https://openalex.org/W2027509907,0,,
https://doi.org/10.1109/c-m.1978.218264,https://openalex.org/W2002309652,0,,
https://doi.org/10.1109/tc.1978.1675151,https://openalex.org/W4235708836,0,,
https://doi.org/10.1109/tse.1978.231519,https://openalex.org/W2090794420,0,,
https://doi.org/10.1109/tse.1978.233859,https://openalex.org/W1996150964,0,,
https://doi.org/10.1109/cmpsac.1978.810568,https://openalex.org/W2169112063,0,,
https://doi.org/10.1109/tcom.1979.1094443,https://openalex.org/W2110253667,0,,
https://doi.org/10.1109/mc.1979.1658498,https://openalex.org/W2066794318,0,,
https://doi.org/10.1109/tse.1979.234163,https://openalex.org/W2142800500,0,,
https://doi.org/10.1109/tr.1979.5220578,https://openalex.org/W2033891588,0,,
https://doi.org/10.1109/tcom.1980.1094833,https://openalex.org/W2016429937,0,,
https://doi.org/10.1109/t-ed.1980.20022,https://openalex.org/W1971351385,0,,
https://doi.org/10.1109/tse.1980.234503,https://openalex.org/W2032221556,0,,
https://doi.org/10.1109/tns.1980.4330948,https://openalex.org/W1997961370,0,,
https://doi.org/10.1109/tse.1981.230821,https://openalex.org/W2035466656,0,,
https://doi.org/10.1109/tse.1981.226474,https://openalex.org/W2065816933,0,,
https://doi.org/10.1109/tpas.1981.316681,https://openalex.org/W2054160586,0,,
https://doi.org/10.1109/tns.1981.4332081,https://openalex.org/W2052636391,0,,
,,0,,
https://doi.org/10.1109/tr.1981.5221099,https://openalex.org/W2046451536,0,,
https://doi.org/10.1109/mspec.1981.6369478,https://openalex.org/W2006875580,0,,
