doi,openalex_id,label_included
https://doi.org/10.1109/issre.1999.809316,https://openalex.org/W2135366128,1
https://doi.org/10.1109/52.877874,https://openalex.org/W2112293221,0
https://doi.org/10.1002/bltj.2225,https://openalex.org/W2075337729,0
https://doi.org/10.1002/bltj.2229,https://openalex.org/W2007705030,0
https://doi.org/10.1109/icvd.2000.812640,https://openalex.org/W1943736618,0
https://doi.org/10.1109/rams.2000.816275,https://openalex.org/W2130341254,0
https://doi.org/10.1109/rams.2000.816277,https://openalex.org/W2104660747,0
https://doi.org/10.1109/rams.2000.816292,https://openalex.org/W2100650769,0
https://doi.org/10.1109/rams.2000.816294,https://openalex.org/W1943799234,0
https://doi.org/10.1109/rams.2000.816338,https://openalex.org/W2133823130,0
https://doi.org/10.1109/discex.2000.821525,https://openalex.org/W1891288873,0
https://doi.org/10.1109/discex.2000.821531,https://openalex.org/W1682381835,0
https://doi.org/10.1109/3468.823478,https://openalex.org/W2153033877,0
https://doi.org/10.1109/discex.2000.825033,https://openalex.org/W2118619574,0
https://doi.org/10.1109/32.825763,https://openalex.org/W2102853796,0
https://doi.org/10.1109/csee.2000.827014,https://openalex.org/W2132815515,0
https://doi.org/10.1109/csmr.2000.827328,https://openalex.org/W2114331377,0
https://doi.org/10.1109/noms.2000.830433,https://openalex.org/W2123192572,0
https://doi.org/10.1109/noms.2000.830451,https://openalex.org/W1931113347,0
https://doi.org/10.1109/infcom.2000.832198,https://openalex.org/W1508174029,0
https://doi.org/10.1109/ipds.2000.839462,https://openalex.org/W1959001713,0
https://doi.org/10.1109/ipds.2000.839463,https://openalex.org/W2129995429,0
https://doi.org/10.1109/ipds.2000.839467,https://openalex.org/W1838389500,0
https://doi.org/10.1109/ecbs.2000.839860,https://openalex.org/W2116122617,0
https://doi.org/10.1109/date.2000.840844,https://openalex.org/W4233652785,0
https://doi.org/10.1109/icdcs.2000.840928,https://openalex.org/W2134171789,0
https://doi.org/10.1109/icdcs.2000.840973,https://openalex.org/W2117330956,0
https://doi.org/10.1109/ispass.2000.842294,https://openalex.org/W2123680107,0
https://doi.org/10.1109/49.842990,https://openalex.org/W2132839058,0
https://doi.org/10.1109/49.842991,https://openalex.org/W2097577798,0
https://doi.org/10.1109/aiworc.2000.843295,https://openalex.org/W2130349181,0
https://doi.org/10.1109/simsym.2000.844925,https://openalex.org/W1676851535,0
https://doi.org/10.1109/23.846274,https://openalex.org/W2114153773,0
https://doi.org/10.1109/61.847232,https://openalex.org/W2097827634,0
https://doi.org/10.1109/pdse.2000.847846,https://openalex.org/W2097274177,0
https://doi.org/10.1109/62.847929,https://openalex.org/W2148658935,0
https://doi.org/10.1109/13.848079,https://openalex.org/W2155133142,0
https://doi.org/10.1109/tools.2000.848782,https://openalex.org/W2104212954,0
https://doi.org/10.1109/pesw.2000.850083,https://openalex.org/W3216722231,0
https://doi.org/10.1109/pesw.2000.850176,https://openalex.org/W1935911734,0
https://doi.org/10.1049/cce:20000202,https://openalex.org/W1998515554,0
https://doi.org/10.1109/vetecs.2000.851271,https://openalex.org/W2127269769,0
https://doi.org/10.1109/wpc.2000.852475,https://openalex.org/W2169721776,0
https://doi.org/10.1109/wpc.2000.852476,https://openalex.org/W2096871901,0
https://doi.org/10.1109/32.852739,https://openalex.org/W2103882353,0
https://doi.org/10.1109/32.852741,https://openalex.org/W2165921013,0
https://doi.org/10.1109/icc.2000.853592,https://openalex.org/W2119352910,0
https://doi.org/10.1109/emrts.2000.853994,https://openalex.org/W2131819355,0
https://doi.org/10.1109/24.855532,https://openalex.org/W2159964852,0
https://doi.org/10.1109/24.855537,https://openalex.org/W2149416862,0
https://doi.org/10.1109/drpt.2000.855645,https://openalex.org/W2161260322,0
https://doi.org/10.1109/iscas.2000.857100,https://openalex.org/W2148177313,0
https://doi.org/10.1109/iscas.2000.857394,https://openalex.org/W2099415942,0
https://doi.org/10.1109/icdsn.2000.857510,https://openalex.org/W2147674979,0
https://doi.org/10.1109/icdsn.2000.857529,https://openalex.org/W2123914356,0
https://doi.org/10.1109/icdsn.2000.857547,https://openalex.org/W1949675581,0
https://doi.org/10.1109/icdsn.2000.857578,https://openalex.org/W2155859962,0
https://doi.org/10.1109/icpads.2000.857694,https://openalex.org/W1883912914,0
https://doi.org/10.1109/ijcnn.2000.857895,https://openalex.org/W2097670306,0
https://doi.org/10.1109/66.857946,https://openalex.org/W2165816938,0
https://doi.org/10.1109/icmas.2000.858495,https://openalex.org/W2121471230,0
https://doi.org/10.1109/icassp.2000.859275,https://openalex.org/W1537467751,0
https://doi.org/10.1109/icassp.2000.859309,https://openalex.org/W2107401087,0
https://doi.org/10.1109/32.859533,https://openalex.org/W2147105902,0
https://doi.org/10.1109/icassp.2000.860089,https://openalex.org/W1942938014,0
https://doi.org/10.1109/icassp.2000.860098,https://openalex.org/W1771769709,0
https://doi.org/10.1109/icassp.2000.860182,https://openalex.org/W1626119882,0
https://doi.org/10.1109/iscc.2000.860675,https://openalex.org/W2168638603,0
https://doi.org/10.1109/17.865904,https://openalex.org/W2107528494,0
https://doi.org/10.1109/itherm.2000.866175,https://openalex.org/W2102696211,0
https://doi.org/10.1109/hpdc.2000.868637,https://openalex.org/W1480454872,0
https://doi.org/10.1109/hpdc.2000.868639,https://openalex.org/W1543837461,0
https://doi.org/10.1109/tools.2000.868969,https://openalex.org/W2133941376,0
https://doi.org/10.1109/icppw.2000.869148,https://openalex.org/W2096170548,0
https://doi.org/10.1109/12.869320,https://openalex.org/W2156447886,0
https://doi.org/10.1109/2.869376,https://openalex.org/W2042258659,0
https://doi.org/10.1109/rrcon.2000.869993,https://openalex.org/W1927286314,0
,,0
,,0
,,0
,,0
https://doi.org/10.1109/icse.2000.870434,https://openalex.org/W4256144738,0
,,0
,,0
https://doi.org/10.1109/cec.2000.870830,https://openalex.org/W2163831441,0
https://doi.org/10.1109/icme.2000.871496,https://openalex.org/W2103758553,0
https://doi.org/10.1109/icme.2000.871558,https://openalex.org/W2120603077,0
https://doi.org/10.1109/41.873211,https://openalex.org/W2102083315,0
https://doi.org/10.1109/ase.2000.873652,https://openalex.org/W4245356276,0
https://doi.org/10.1109/ase.2000.873653,https://openalex.org/W2101361140,0
https://doi.org/10.1109/ase.2000.873654,https://openalex.org/W2111939678,0
https://doi.org/10.1109/ase.2000.873673,https://openalex.org/W2138820481,0
https://doi.org/10.1109/etw.2000.873775,https://openalex.org/W2542547697,0
https://doi.org/10.1109/81.873881,https://openalex.org/W2093148471,0
https://doi.org/10.1109/iceccs.2000.873946,https://openalex.org/W2142680465,0
https://doi.org/10.1109/eurmic.2000.874421,https://openalex.org/W2166859389,0
https://doi.org/10.1109/eurmic.2000.874427,https://openalex.org/W2108871329,0
https://doi.org/10.1109/eurmic.2000.874643,https://openalex.org/W2162364282,0
https://doi.org/10.1109/dexa.2000.875079,https://openalex.org/W2123191780,0
https://doi.org/10.1109/acc.2000.876963,https://openalex.org/W2161295356,0
https://doi.org/10.1109/24.877340,https://openalex.org/W2145063468,0
https://doi.org/10.1109/sam.2000.878039,https://openalex.org/W1957515921,0
https://doi.org/10.1109/iccd.2000.878314,https://openalex.org/W2157875177,0
https://doi.org/10.1109/aero.2000.878453,https://openalex.org/W2152169652,0
https://doi.org/10.1109/aero.2000.878499,https://openalex.org/W1950666933,0
https://doi.org/10.1109/deiv.2000.879101,https://openalex.org/W1925579366,0
https://doi.org/10.1109/aero.2000.879294,https://openalex.org/W1922578140,0
https://doi.org/10.1109/melcon.2000.879713,https://openalex.org/W2128216312,0
https://doi.org/10.1109/32.879814,https://openalex.org/W2139085711,0
https://doi.org/10.1109/32.879815,https://openalex.org/W2141051748,0
https://doi.org/10.1109/32.879818,https://openalex.org/W2063772987,0
https://doi.org/10.1109/melcon.2000.880439,https://openalex.org/W2123248445,0
https://doi.org/10.1109/iwads.2000.880904,https://openalex.org/W2155446657,0
https://doi.org/10.1109/pimrc.2000.881578,https://openalex.org/W2142185061,0
https://doi.org/10.1109/edoc.2000.882357,https://openalex.org/W2114457640,0
https://doi.org/10.1109/wfcs.2000.882547,https://openalex.org/W2138044207,0
https://doi.org/10.1109/wise.2000.882851,https://openalex.org/W2128442201,0
https://doi.org/10.1109/icsm.2000.883034,https://openalex.org/W2149609149,0
https://doi.org/10.1109/icsm.2000.883045,https://openalex.org/W2146763372,0
https://doi.org/10.1109/icsm.2000.883054,https://openalex.org/W1999293138,0
https://doi.org/10.1109/apaq.2000.883778,https://openalex.org/W2159092728,0
https://doi.org/10.1109/apaq.2000.883779,https://openalex.org/W2101736736,0
https://doi.org/10.1109/apaq.2000.883780,https://openalex.org/W2158538143,1
https://doi.org/10.1109/apaq.2000.883786,https://openalex.org/W2142736345,0
https://doi.org/10.1109/apaq.2000.883789,https://openalex.org/W1919167696,0
https://doi.org/10.1109/apaq.2000.883792,https://openalex.org/W2118610603,0
https://doi.org/10.1109/padsw.2000.884670,https://openalex.org/W2113578782,0
https://doi.org/10.1109/padsw.2000.884677,https://openalex.org/W2157212213,0
https://doi.org/10.1109/cmpsac.2000.884721,https://openalex.org/W2166756941,0
https://doi.org/10.1109/cmpsac.2000.884758,https://openalex.org/W2126087514,0
https://doi.org/10.1109/cmpsac.2000.884761,https://openalex.org/W1596422465,0
https://doi.org/10.1109/cmpsac.2000.884772,https://openalex.org/W2125295399,0
https://doi.org/10.1109/icm.2000.884831,https://openalex.org/W2534733539,0
https://doi.org/10.1109/autest.2000.885619,https://openalex.org/W2168605177,0
https://doi.org/10.1109/issre.2000.885856,https://openalex.org/W2127826252,0
https://doi.org/10.1109/issre.2000.885858,https://openalex.org/W1931878052,0
https://doi.org/10.1109/issre.2000.885862,https://openalex.org/W2136926432,0
https://doi.org/10.1109/issre.2000.885865,https://openalex.org/W2117141328,0
https://doi.org/10.1109/issre.2000.885866,https://openalex.org/W2160687285,0
https://doi.org/10.1109/issre.2000.885867,https://openalex.org/W2101928586,0
https://doi.org/10.1109/issre.2000.885868,https://openalex.org/W2149586027,0
https://doi.org/10.1109/issre.2000.885870,https://openalex.org/W2167003849,0
https://doi.org/10.1109/issre.2000.885872,https://openalex.org/W2129285390,0
https://doi.org/10.1109/issre.2000.885873,https://openalex.org/W2169329837,0
https://doi.org/10.1109/issre.2000.885875,https://openalex.org/W2101738074,0
https://doi.org/10.1109/issre.2000.885877,https://openalex.org/W1670613434,0
https://doi.org/10.1109/issre.2000.885884,https://openalex.org/W2103980478,0
https://doi.org/10.1109/tools.2000.885894,https://openalex.org/W2146871536,0
https://doi.org/10.1109/dasc.2000.886873,https://openalex.org/W2114319283,0
https://doi.org/10.1109/dasc.2000.886881,https://openalex.org/W2096371551,0
https://doi.org/10.1109/dasc.2000.886886,https://openalex.org/W2138959458,0
https://doi.org/10.1109/dasc.2000.886959,https://openalex.org/W2096507347,0
https://doi.org/10.1109/dasc.2000.886962,https://openalex.org/W2154714117,0
https://doi.org/10.1109/dftvs.2000.887157,https://openalex.org/W2163353283,0
https://doi.org/10.1109/dftvs.2000.887163,https://openalex.org/W1893294496,0
https://doi.org/10.1109/6294.888019,https://openalex.org/W1995869816,0
https://doi.org/10.1109/asset.2000.888030,https://openalex.org/W2149938707,0
https://doi.org/10.1109/asset.2000.888032,https://openalex.org/W1655474135,0
https://doi.org/10.1109/asset.2000.888052,https://openalex.org/W2140117423,0
,,0
