openalex_id,doi,pmid,label_included,label_abstract_included,method
,https://doi.org/10.1080/21670811.2019.1709982,,1,1,
,https://doi.org/10.1080/1461670X.2018.1561208,,1,1,
,,,1,1,
,https://doi.org/10.1109/DigitalHeritage.2018.8810127,,1,1,
,,,1,1,
,https://doi.org/10.1016/j.procs.2022.01.389,,1,1,
,https://doi.org/10.4185/RLCS-2019-1375en,,1,1,
,https://doi.org/10.1145/3383812.3383839,,1,1,
,https://doi.org/10.2352/EI.2022.34.12.ERVR-298,,1,1,
,,,1,1,
,https://doi.org/10.1145/3173574.3174031,,1,1,
,https://doi.org/10.1089/cyber.2019.0665,,1,1,
,,,1,1,
,,,1,1,
,https://doi.org/10.3390/app11031073,,1,1,
,https://doi.org/10.23919/ITUK53220.2021.9662103,,1,1,
,https://doi.org/10.1016/j.infsof.2022.107007,,1,1,
,,,1,1,
,,,1,1,
,https://doi.org/10.1109/VR46266.2020.00-73,,1,1,
,https://doi.org/10.34190/GBL.20.076,,1,1,
,,,1,1,
,https://doi.org/10.1109/ACIE55485.2022.00018,,1,1,
,,,1,1,
,https://doi.org/10.1109/VRW55335.2022.00013,,1,1,
,https://doi.org/10.1109/MITP.2022.3177292,,1,1,
,https://doi.org/10.1016/j.pubrev.2018.02.003,,1,1,
,,,1,1,
,https://doi.org/10.1145/3388536.3407882,,1,1,
,https://doi.org/10.1145/3355355.3361886,,1,1,
,,,1,1,
,https://doi.org/10.1109/ISMAR-Adjunct51615.2020.00029,,1,1,
,https://doi.org/10.1145/3366344.3366440,,1,1,
,https://doi.org/10.1145/3505284.3532981,,1,1,
,https://doi.org/10.1109/LifeTech53646.2022.9754873,,1,1,
,,,1,1,
,https://doi.org/10.1386/cjcs_00029_1,,1,1,
,https://doi.org/10.26441/rc18.2-2019-a9,,1,1,
,https://doi.org/10.1109/SEARIS44442.2018.9180230,,1,1,
,https://doi.org/10.1080/17538947.2022.2061619,,1,1,
,https://doi.org/10.1109/ComSDS55328.2022.9769144,,1,1,
,https://doi.org/10.1016/j.visinf.2022.03.002,,1,1,
,https://doi.org/10.1109/TAFFC.2022.3149162,,1,1,
,https://doi.org/10.1145/3275495.3275501,,1,1,
,https://doi.org/10.1145/3491101.3503807,,1,1,
,https://doi.org/10.1145/3411763.3445002,,1,1,
,https://doi.org/10.1145/3377290.3377310,,1,1,
,https://doi.org/10.1109/VRW55335.2022.00044,,1,1,
,https://doi.org/10.1386/vcr_00004_1,,1,1,
,https://doi.org/10.1145/3394171.3413999,,1,1,
,https://doi.org/10.1109/ICALT55010.2022.00106,,1,1,
,,,1,1,
,,,1,1,
,https://doi.org/10.1109/VRW52623.2021.00137,,1,1,
,https://doi.org/10.1109/VR.2019.8797843,,1,1,
,https://doi.org/10.1109/ICIME.2018.00035,,1,1,
,https://doi.org/10.3145/epi.2021.may.04,,1,1,
,https://doi.org/10.1080/1461670X.2019.1568203,,1,1,
,https://doi.org/10.1145/3055624.3075948,,1,1,
,https://doi.org/10.1145/3027063.3053225,,1,1,
,,,1,1,
,,,0,1,
,,,0,1,
,,,0,1,
,https://doi.org/10.1109/ECTC51906.2022.00023,,0,1,
,https://doi.org/10.1080/21670811.2019.1709982,,0,1,
,https://doi.org/10.1109/ICCWORKSHOPS53468.2022.9814538,,0,1,
,https://doi.org/10.1002/ett.3506,,0,1,
,https://doi.org/10.25046/aj050148,,0,1,
,https://doi.org/10.1007/978-981-16-0425-6_22,,0,1,
,https://doi.org/10.34144/EDS.37.1,,0,1,
,https://doi.org/10.23041/jsst.2022.7.2.004,,0,1,
,https://doi.org/10.3390/heritage5030081,,0,1,
,,,0,1,
,,,0,1,
,https://doi.org/10.1109/JIOT.2022.3201082,,0,1,
,https://doi.org/10.23919/iLRN55037.2022.9815985,,0,1,
,,,0,1,
,https://doi.org/10.1007/978-3-031-16234-3_9,,0,1,
,,,0,1,
,https://doi.org/10.7236/IJIBC.2021.13.4.129,,0,1,
,,,0,1,
,https://doi.org/10.18852/bdak.2021.19.2.29,,0,1,
,https://doi.org/10.5762/KAIS.2022.23.8.285,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,https://doi.org/10.37272/JIECR.2021.12.21.6.171,,0,1,
,,,0,1,
,https://doi.org/10.21860/j.13.1.10,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,https://doi.org/10.46248/kidrs.2021.3.133,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,https://doi.org/10.1109/ISMAR-Adjunct54149.2021.00015,,0,1,
,https://doi.org/10.23919/IFIPNetworking.2019.8816847,,0,1,
,https://doi.org/10.1007/978-3-030-24296-1_29,,0,1,
,,,0,1,
,https://doi.org/10.1145/3379336.3381477,,0,1,
,https://doi.org/10.22251/jlcci.2022.22.8.85,,0,1,
,,,0,1,
,https://doi.org/10.1089/cyber.2019.0665,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,https://doi.org/10.1007/978-981-15-1124-0_1,,0,1,
,,,0,1,
,https://doi.org/10.3390/app11156810,,0,1,
,https://doi.org/10.4995/VAR.2022.15313,,0,1,
,,,0,1,
,https://doi.org/10.1089/cyber.2022.29239.cfp,,0,1,
,https://doi.org/10.1038/s42003-019-0292-y,,0,1,
,https://doi.org/10.1038/s41746-022-00682-x,,0,1,
,,,0,1,
,https://doi.org/10.16995/bst.7980,,0,1,
,https://doi.org/10.5594/JMI.2022.3184849,,0,1,
,,,0,1,
,https://doi.org/10.1109/ISHC54333.2021.00024,,0,1,
,https://doi.org/10.1109/ICSPCS50536.2020.9310071,,0,1,
,,,0,1,
,https://doi.org/10.1016/j.compcom.2021.102679,,0,1,
,,,0,1,
,https://doi.org/10.1145/3505284.3532971,,0,1,
,,,0,1,
,,,0,1,
,https://doi.org/10.22381/lpi2120229,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,https://doi.org/10.13052/jwe1540-9589.20215,,0,1,
,https://doi.org/10.1007/978-981-16-0119-4_69,,0,1,
,https://doi.org/10.1109/ICAC353642.2021.9697130,,0,1,
,https://doi.org/10.9728/dcs.2021.22.4.727,,0,1,
,https://doi.org/10.1109/ISMAR-Adjunct51615.2020.00084,,0,1,
,https://doi.org/10.1007/978-3-030-49698-2_23,,0,1,
,,,0,1,
,https://doi.org/10.32611/jgcc.2021.2.46.163,,0,1,
,,,0,1,
,https://doi.org/10.3205/zma001497,,0,1,
,,,0,1,
,https://doi.org/10.22381/lpi21202211,,0,1,
,https://doi.org/10.22381/lpi21202216,,0,1,
,https://doi.org/10.1002/jsc.2502,,0,1,
,https://doi.org/10.29190/JEKLL.2022.56.5,,0,1,
,,,0,1,
,https://doi.org/10.3390/en15124497,,0,1,
,https://doi.org/10.1108/SASBE-01-2021-0016,,0,1,
,https://doi.org/10.1109/TSP49548.2020.9163557,,0,1,
,https://doi.org/10.23919/iLRN47897.2020.9155100,,0,1,
,https://doi.org/10.1145/3388529.3407313,,0,1,
,https://doi.org/10.1109/LWC.2022.3179207,,0,1,
,,,0,1,
,https://doi.org/10.1038/s41598-022-08374-y,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,https://doi.org/10.1016/j.bushor.2022.07.007,,0,1,
,,,0,1,
,https://doi.org/10.1080/02619768.2020.1827392,,0,1,
,https://doi.org/10.1007/s00366-020-01040-9,,0,1,
,,,0,1,
,,,0,1,
,https://doi.org/10.1109/VRW50115.2020.00100,,0,1,
,https://doi.org/10.1002/cae.22571,,0,1,
,,,0,1,
