openalex_id,doi,pmid,label_included,label_abstract_included,method
https://openalex.org/works/w117552264,,,1,1,
https://openalex.org/works/w1484411757,,,1,1,
https://openalex.org/works/w1528950336,,,1,1,
https://openalex.org/works/w1555486138,,,1,1,
https://openalex.org/works/w188778733,,,1,1,
https://openalex.org/works/w1963740746,,,1,1,
https://openalex.org/works/w1986027646,,,1,1,
https://openalex.org/works/w2013055978,,,1,1,
https://openalex.org/works/w2054421127,,,1,1,
https://openalex.org/works/w213026570,,,1,1,
https://openalex.org/works/w2139731049,,,1,1,
https://openalex.org/works/w2431964556,,,1,1,
https://openalex.org/works/w2469908846,,,1,1,
https://openalex.org/works/w2525545930,,,1,1,
https://openalex.org/works/w2526530469,,,1,1,
https://openalex.org/works/w2593555294,,,1,1,
https://openalex.org/works/w2607700861,,,1,1,
https://openalex.org/works/w273308950,,,1,1,
https://openalex.org/works/w2804473942,,,1,1,
https://openalex.org/works/w2887550860,,,1,1,
https://openalex.org/works/w2952648813,,,1,1,
https://openalex.org/works/w3016859942,,,1,1,
https://openalex.org/works/w306678599,,,1,1,
https://openalex.org/works/w44150910,,,1,1,
https://openalex.org/works/w56510125,,,1,1,
https://openalex.org/works/w595975512,,,1,1,
https://openalex.org/works/w78345391,,,1,1,
https://openalex.org/works/w829412593,,,1,1,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1353/csd.2013.0089,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1111/j.1944-9720.2010.01076.x,,0,0,
,,,0,0,
,https://doi.org/10.1080/10901027.2013.874383,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1111/j.1540-4609.2012.00369.x,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1111/phn.12159,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1177/1045159518783201,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/10656219.2010.526509,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1515/jcc-2014-0021,,0,0,
,https://doi.org/10.1016/j.nepr.2013.12.004,,0,0,
,,,0,0,
,https://doi.org/10.1353/csd.2017.0072,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/09650792.2015.1124044,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.5688/ajpe75582,,0,0,
,https://doi.org/10.1097/ACM.0000000000000866,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1515/mlt-2013-0028,,0,0,
,,,0,0,
,,,0,0,
