openalex_id,doi,pmid,label_included
https://openalex.org/W1973531707,https://doi.org/10.1055/s-0032-1328970,https://pubmed.ncbi.nlm.nih.gov/23235959,0
https://openalex.org/W2970870012,https://doi.org/10.2478/ahp-2019-0009,,0
https://openalex.org/W2894493315,https://doi.org/10.1007/s40259-018-0305-2,https://pubmed.ncbi.nlm.nih.gov/30264234,0
https://openalex.org/W4298229388,https://doi.org/10.1002/art.38257,,0
https://openalex.org/W2894239243,https://doi.org/10.1007/s40259-018-0306-1,https://pubmed.ncbi.nlm.nih.gov/30269270,0
https://openalex.org/W2749381127,https://doi.org/10.1136/esmoopen-2017-000245,https://pubmed.ncbi.nlm.nih.gov/29071126,0
https://openalex.org/W2125843974,,,0
https://openalex.org/W2790428648,https://doi.org/10.1136/annrheumdis-2018-213342,https://pubmed.ncbi.nlm.nih.gov/29535122,0
https://openalex.org/W2971987621,https://doi.org/10.23736/s1121-421x.17.02402-3,https://pubmed.ncbi.nlm.nih.gov/28293938,0
https://openalex.org/W2940698006,https://doi.org/10.18553/jmcp.2019.18412,https://pubmed.ncbi.nlm.nih.gov/31007119,0
https://openalex.org/W2753037786,https://doi.org/10.1093/rheumatology/kex277,https://pubmed.ncbi.nlm.nih.gov/28903543,0
https://openalex.org/W2345220764,https://doi.org/10.1136/annrheumdis-2015-208783,https://pubmed.ncbi.nlm.nih.gov/27117698,0
https://openalex.org/W4240738537,https://doi.org/10.1024/0040-5930/a000227,https://pubmed.ncbi.nlm.nih.gov/22045529,0
https://openalex.org/W3104747789,https://doi.org/10.17235/reed.2020.7253/2020,https://pubmed.ncbi.nlm.nih.gov/33207912,0
https://openalex.org/W4237007400,https://doi.org/10.1136/annrheumdis-2020-eular.5429,,0
https://openalex.org/W2954985800,https://doi.org/10.7861/futurehosp.6-2-143,https://pubmed.ncbi.nlm.nih.gov/31363522,1
https://openalex.org/W3015423802,https://doi.org/10.1080/03007995.2020.1754182,https://pubmed.ncbi.nlm.nih.gov/32271092,0
https://openalex.org/W2114127266,https://doi.org/10.1136/gutjnl-2012-303824,https://pubmed.ncbi.nlm.nih.gov/23503043,0
https://openalex.org/W2794339583,https://doi.org/10.1093/ibd/izx047,https://pubmed.ncbi.nlm.nih.gov/29390113,0
https://openalex.org/W2578994901,https://doi.org/10.1097/mib.0000000000000995,https://pubmed.ncbi.nlm.nih.gov/28092307,0
https://openalex.org/W2996837618,https://doi.org/10.1093/jcag/gwz043,https://pubmed.ncbi.nlm.nih.gov/32905067,0
https://openalex.org/W2793005065,https://doi.org/10.5639/gabij.2017.0604.038,,0
https://openalex.org/W2893329839,https://doi.org/10.1177/1756284818796956,https://pubmed.ncbi.nlm.nih.gov/30263065,0
https://openalex.org/W2791924560,https://doi.org/10.1002/acr.23551,https://pubmed.ncbi.nlm.nih.gov/29481732,0
https://openalex.org/W2405908887,https://doi.org/10.1016/j.chroma.2016.05.070,https://pubmed.ncbi.nlm.nih.gov/27264745,0
https://openalex.org/W2996555648,https://doi.org/10.1002/pds.4933,https://pubmed.ncbi.nlm.nih.gov/31854053,0
https://openalex.org/W2964400212,https://doi.org/10.1007/s40744-019-00169-4,https://pubmed.ncbi.nlm.nih.gov/31385263,0
https://openalex.org/W2626689945,https://doi.org/10.1007/s11926-017-0658-4,https://pubmed.ncbi.nlm.nih.gov/28623625,0
