openalex_id,doi,pmid,label_included,label_abstract_included,method
,https://doi.org/10.1016/0304-3940(96)12918-9,,1,,
,https://doi.org/10.1016/j.neures.2004.05.001,,1,,
,https://doi.org/10.1016/j.bbr.2007.03.018,,1,,
,,https://pubmed.ncbi.nlm.nih.gov/12162531,1,,
,https://doi.org/10.1152/ajpregu.90541.2008,,1,,
,https://doi.org/10.1097/00001756-199703240-00025,,1,,
,https://doi.org/10.1016/S0006-8993(97)01308-5,,1,,
,https://doi.org/10.1002/jnr.20602,,1,,
,https://doi.org/10.1016/j.arcmed.2006.07.004,,1,,
,https://doi.org/10.1152/ajpregu.1997.273.1.R451,,1,,
,https://doi.org/10.1016/S0306-4522(96)00549-0,,1,,
,https://doi.org/10.1016/S0306-4522(02)00158-6,,1,,
,https://doi.org/10.1523/JNEUROSCI.5674-10.2011,,1,,
,https://doi.org/10.5665/sleep.2106,,1,,
,https://doi.org/10.1111/j.1471-4159.2011.07350.x,,1,,
,https://doi.org/10.1080/01616412.2015.1114231,,1,,
,https://doi.org/10.1523/JNEUROSCI.5933-11.2012,,1,,
,,https://pubmed.ncbi.nlm.nih.gov/16001106,0,,
,,https://pubmed.ncbi.nlm.nih.gov/10403427,0,,
,,https://pubmed.ncbi.nlm.nih.gov/7783840,0,,
,,https://pubmed.ncbi.nlm.nih.gov/23950941,0,,
,,https://pubmed.ncbi.nlm.nih.gov/9086367,0,,
,,https://pubmed.ncbi.nlm.nih.gov/12898123,0,,
,,https://pubmed.ncbi.nlm.nih.gov/17103144,0,,
,,https://pubmed.ncbi.nlm.nih.gov/17458542,0,,
,,https://pubmed.ncbi.nlm.nih.gov/10837822,0,,
,,https://pubmed.ncbi.nlm.nih.gov/7518327,0,,
,,https://pubmed.ncbi.nlm.nih.gov/10790860,0,,
,,https://pubmed.ncbi.nlm.nih.gov/10700023,0,,
,,https://pubmed.ncbi.nlm.nih.gov/11115735,0,,
,,https://pubmed.ncbi.nlm.nih.gov/2123121,0,,
,,https://pubmed.ncbi.nlm.nih.gov/9334422,0,,
,,https://pubmed.ncbi.nlm.nih.gov/21039347,0,,
,,https://pubmed.ncbi.nlm.nih.gov/9885788,0,,
,,https://pubmed.ncbi.nlm.nih.gov/8891248,0,,
,,https://pubmed.ncbi.nlm.nih.gov/9787265,0,,
,,,0,,
,,https://pubmed.ncbi.nlm.nih.gov/10513590,0,,
,,https://pubmed.ncbi.nlm.nih.gov/9607704,0,,
,,,0,,
,,https://pubmed.ncbi.nlm.nih.gov/7594811,0,,
,,https://pubmed.ncbi.nlm.nih.gov/9801892,0,,
,,https://pubmed.ncbi.nlm.nih.gov/10414433,0,,
,,https://pubmed.ncbi.nlm.nih.gov/10655923,0,,
,,https://pubmed.ncbi.nlm.nih.gov/1373734,0,,
,,https://pubmed.ncbi.nlm.nih.gov/11395601,0,,
,,https://pubmed.ncbi.nlm.nih.gov/11814420,0,,
,,,0,,
,,,0,,
,,,0,,
,,https://pubmed.ncbi.nlm.nih.gov/9651235,0,,
,,https://pubmed.ncbi.nlm.nih.gov/11720693,0,,
,,https://pubmed.ncbi.nlm.nih.gov/12423765,0,,
,,,0,,
,,https://pubmed.ncbi.nlm.nih.gov/20331561,0,,
,,https://pubmed.ncbi.nlm.nih.gov/24961541,0,,
,,,0,,
,,,0,,
,,https://pubmed.ncbi.nlm.nih.gov/11742721,0,,
,,,0,,
,,,0,,
,,,0,,
,,,0,,
,,https://pubmed.ncbi.nlm.nih.gov/7908850,0,,
,,https://pubmed.ncbi.nlm.nih.gov/7616217,0,,
,,https://pubmed.ncbi.nlm.nih.gov/23232445,0,,
,,https://pubmed.ncbi.nlm.nih.gov/21487651,0,,
,,https://pubmed.ncbi.nlm.nih.gov/15533314,0,,
,,https://pubmed.ncbi.nlm.nih.gov/15777732,0,,
