openalex_id,doi,pmid,label_included,label_abstract_included,method
,https://doi.org/10.1177/1099800418802638,,1,1,
,https://doi.org/10.1097/hnp.0000000000000041,,1,1,
,https://doi.org/10.1111/jorc.12078,,1,1,
,https://doi.org/10.1177/1744987114529298,,1,1,
,https://doi.org/10.1111/j.1440-172x.2010.01819.x,,1,1,
,https://doi.org/10.1188/18.onf.545-552,,1,1,
,https://doi.org/10.1097/nnr.0b013e3181dbb2b3,,1,1,
,https://doi.org/10.1111/aas.12100,,1,1,
,https://doi.org/10.1097/ajp.0b013e31822be973,,1,1,
,https://doi.org/10.1371/journal.pone.0207174,,1,1,
,https://doi.org/10.1016/j.pain.2014.01.006,,1,1,
,https://doi.org/10.1016/j.jopan.2018.12.005,,1,1,
,https://doi.org/10.1097/jcn.0000000000000194,,1,1,
,https://doi.org/10.1097/nor.0000000000000382,,1,1,
,https://doi.org/10.1016/j.pmn.2018.07.001,,1,1,
,https://doi.org/10.1016/j.pmn.2018.06.003,,1,1,
,https://doi.org/10.1111/j.1365-2702.2011.03829.x,,1,1,
,https://doi.org/10.1371/journal.pone.0219115,,1,1,
,,,1,1,
,https://doi.org/10.1016/j.pmn.2014.08.008,,1,1,
,https://doi.org/10.1007/s13187-018-1401-1,,1,1,
,https://doi.org/10.1186/s12913-018-3146-2,,1,1,
,https://doi.org/10.1016/j.pmn.2015.07.008,,1,1,
,https://doi.org/10.1111/jocn.12221,,1,1,
,https://doi.org/10.1111/j.1365-2702.2011.04032.x,,1,1,
,https://doi.org/10.1016/j.pmn.2012.11.001,,1,1,
,https://doi.org/10.1016/j.pmn.2010.05.001,,1,1,
,https://doi.org/10.1097/ncc.0000000000000502,,1,1,
,https://doi.org/10.1111/jocn.14302,,1,1,
,https://doi.org/10.1016/j.jpainsymman.2011.09.015,,1,1,
,https://doi.org/10.1111/j.1365-2702.2011.04009.x,,1,1,
,https://doi.org/10.1111/j.1365-2648.2010.05513.x,,1,1,
,https://doi.org/10.1016/j.pmn.2019.01.002,,1,1,
,https://doi.org/10.23750/abm.v89i4-s.7115,,1,1,
,https://doi.org/10.1016/j.pmn.2017.09.006,,1,1,
,https://doi.org/10.1155/2017/6594782,,1,1,
,https://doi.org/10.1111/jocn.13193,,1,1,
,,,1,1,
,https://doi.org/10.1111/wvn.12236,,1,1,
,https://doi.org/10.1016/j.pmn.2009.09.002,,1,1,
,https://doi.org/10.1097/tme.0000000000000165,,1,1,
,,,1,1,
,https://doi.org/10.1016/j.jopan.2015.02.004,,1,1,
,https://doi.org/10.1016/j.pmn.2018.07.009,,1,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
,,,0,1,
