doi,openalex_id,label_included
https://doi.org/10.13109/prkk.2007.56.8.691,,0
https://doi.org/10.13109/prkk.2011.60.4.304,,0
https://doi.org/10.13109/prkk.2015.64.7.563,,0
,,0
,,0
,,0
https://doi.org/10.15288/jsad.2007.68.663,,0
https://doi.org/10.15537/smj.2016.1.l4099,,0
https://doi.org/10.7326/0003-4819-144-7-200604040-00008,,0
https://doi.org/10.1097/00006842-200009000-00006,,0
https://doi.org/10.1159/000118577,,0
https://doi.org/10.1002/14651858.CD007944.pub2,,0
https://doi.org/10.1002/pon.1890,,0
https://doi.org/10.1002/pon.3034,,0
https://doi.org/10.1007/s11606-011-1730-9,,0
https://doi.org/10.1007/s11606-013-2484-3,,0
https://doi.org/10.1016/j.apmr.2013.01.031,,0
https://doi.org/10.1016/j.biopsych.2013.02.020,,0
https://doi.org/10.1016/j.cct.2013.03.004,,0
https://doi.org/10.1016/j.jad.2013.01.030,,0
https://doi.org/10.1016/j.neucli.2012.02.135,,0
https://doi.org/10.1016/S0005-7894(99)80007-0,,0
https://doi.org/10.1016/j.jbtep.2013.01.002,,0
https://doi.org/10.1016/j.jpain.2012.12.013,,0
,,0
https://doi.org/10.1016/S0029-7844(01)01377-1,,0
https://doi.org/10.1016/S0924-977X(09)71143-5,,0
https://doi.org/10.1037/a0017391,,0
https://doi.org/10.1037/ccp0000055,,0
https://doi.org/10.1111/vaa.12013,,0
https://doi.org/10.1186/1471-2458-7-233,,0
https://doi.org/10.1192/bjp.bp.109.076448,,0
https://doi.org/10.2190/44LK-28E9-RRJ5-KQVW,,0
https://doi.org/10.1179/1743132813Y.0000000167,,0
https://doi.org/10.3310/hta17070,,0
https://doi.org/10.3310/hta14260,,0
https://doi.org/10.3310/hta17260,,0
https://doi.org/10.3310/hta17470,,0
https://doi.org/10.3310/hta18040,,0
https://doi.org/10.3310/hta19640,,0
https://doi.org/10.3310/hta20150,,0
https://doi.org/10.3349/ymj.2006.47.5.614,,0
https://doi.org/10.3349/ymj.2008.49.4.553,,0
https://doi.org/10.3371/csrp.caje.103114,,0
https://doi.org/10.3389/fnhum.2012.00292,,0
https://doi.org/10.3382/ps.2013-03279,,0
https://doi.org/10.3389/fnbeh.2014.00262,,0
https://doi.org/10.3390/ijerph10020446,,0
https://doi.org/10.3390/ijerph110403803,,0
https://doi.org/10.3748/wjg.v21.i18.5532,,0
https://doi.org/10.3810/pgm.06.2001.suppl14.75,,0
,,0
https://doi.org/10.3928/0090-4481-19761001-10,,0
https://doi.org/10.3390/ijerph110505113,,0
https://doi.org/10.3390/ijerph110505273,,0
https://doi.org/10.3390/ijerph110605951,,0
https://doi.org/10.3399/bjgp10X532611,,0
https://doi.org/10.3748/wjg.v19.i11.1770,,0
,,0
https://doi.org/10.3945/ajcn.114.092536,,0
https://doi.org/10.3945/ajcn.2010.29686,,0
https://doi.org/10.3969/j.issn.1673-8225.2009.44.005,,0
https://doi.org/10.3969/j.issn.1674-8115.2011.11.026,,0
https://doi.org/10.4088/JCP.08m04371,,0
https://doi.org/10.4037/ajcc2015658,,0
https://doi.org/10.4040/jkan.2013.43.5.613,,0
https://doi.org/10.4065/79.6.759,,0
https://doi.org/10.4088/JCP.09m05885blu,,0
https://doi.org/10.4088/jcp.11com07056,,0
https://doi.org/10.4088/JCP.11m07343,,0
https://doi.org/10.4088/jcp.12lr07633,,0
https://doi.org/10.3410/f.718163897.793486373,,0
https://doi.org/10.4088/jcp.14m09025,,0
