doi,openalex_id,label_included,pmid,method
https://doi.org/10.1192/bjp.bp.114.145516,https://openalex.org/W2056933155,1,https://pubmed.ncbi.nlm.nih.gov/25657356,id_retrieval_doi
https://doi.org/10.3109/02699052.2014.934285,https://openalex.org/W2087255931,1,,search_title
https://doi.org/10.1192/bjp.bp.111.096552,https://openalex.org/W2147917457,1,,search_title_year
https://doi.org/10.1007/s10566-013-9206-1,https://openalex.org/W2075344639,1,,search_title
https://doi.org/10.1037/a0020809,https://openalex.org/W1974766034,1,https://pubmed.ncbi.nlm.nih.gov/20836603,id_retrieval_doi
https://doi.org/10.1007/s00038-014-0596-0,https://openalex.org/W1991849973,1,,search_title
https://doi.org/10.1037/abn0000020,https://openalex.org/W2331818908,1,https://pubmed.ncbi.nlm.nih.gov/25419860,id_retrieval_doi
https://doi.org/10.1016/j.janxdis.2015.07.007,https://openalex.org/W1448877352,1,https://pubmed.ncbi.nlm.nih.gov/26401968,id_retrieval_doi
https://doi.org/10.4088/jcp.13m08914,https://openalex.org/W2075970420,1,https://pubmed.ncbi.nlm.nih.gov/25188895,id_retrieval_doi
https://doi.org/10.1093/jpepsy/jsv068,https://openalex.org/W1848156165,1,https://pubmed.ncbi.nlm.nih.gov/26268244,id_retrieval_doi
https://doi.org/10.1002/jts.21988,https://openalex.org/W1540984113,1,https://pubmed.ncbi.nlm.nih.gov/25630586,id_retrieval_doi
https://doi.org/10.1002/jts.22011,https://openalex.org/W1834163696,1,https://pubmed.ncbi.nlm.nih.gov/25990986,id_retrieval_doi
https://doi.org/10.1002/jts.22055,https://openalex.org/W2195260412,1,https://pubmed.ncbi.nlm.nih.gov/26625353,id_retrieval_doi
https://doi.org/10.1002/jts.22073,https://openalex.org/W2263089558,1,https://pubmed.ncbi.nlm.nih.gov/26799823,id_retrieval_doi
https://doi.org/10.1016/j.jad.2014.09.021,https://openalex.org/W2070289918,1,,search_title
https://doi.org/10.1016/j.jad.2012.11.002,https://openalex.org/W1980804783,1,,search_title
https://doi.org/10.1097/bcr.0b013e3181cb8ee6,https://openalex.org/W2017864691,1,https://pubmed.ncbi.nlm.nih.gov/20061839,id_retrieval_doi
https://doi.org/10.1111/jcpp.12241,https://openalex.org/W2108020947,1,,search_title
https://doi.org/10.1093/jpepsy/jsq035,https://openalex.org/W2112107099,1,,search_title
https://doi.org/10.1016/j.jpsychires.2012.12.005,https://openalex.org/W2049884114,1,,search_title
https://doi.org/10.1002/jts.20523,https://openalex.org/W2100044325,1,,search_title
https://doi.org/10.1002/jts.20684,https://openalex.org/W2144116148,1,,search_title
https://doi.org/10.1002/jts.20636,https://openalex.org/W2032412255,1,,search_title
https://doi.org/10.1002/jts.21914,https://openalex.org/W1531895073,1,,search_title
https://doi.org/10.1023/b:jots.0000029262.42865.c2,https://openalex.org/W2056927632,1,,search_title
https://doi.org/10.1002/jts.21718,https://openalex.org/W2068827642,1,,search_title
https://doi.org/10.1016/s2215-0366(15)00368-5,https://openalex.org/W2194017973,1,https://pubmed.ncbi.nlm.nih.gov/26681368,id_retrieval_doi
https://doi.org/10.1016/j.pain.2010.02.013,https://openalex.org/W1988195797,1,,search_title
https://doi.org/10.1371/journal.pone.0070084,https://openalex.org/W2056633716,1,,search_title
https://doi.org/10.1371/journal.pone.0041532,https://openalex.org/W2166171407,1,,search_title
https://doi.org/10.1017/s0033291713000597,https://openalex.org/W2159986999,1,,search_title
https://doi.org/10.1177/0956797612457389,https://openalex.org/W2105045881,1,https://pubmed.ncbi.nlm.nih.gov/23129059,manual
https://doi.org/10.1037/a0018601,https://openalex.org/W2015370450,1,,search_title
https://doi.org/10.1016/j.socscimed.2011.02.022,https://openalex.org/W2050548464,1,,search_title
https://doi.org/10.1016/j.socscimed.2014.11.032,https://openalex.org/W2068353782,1,https://pubmed.ncbi.nlm.nih.gov/25461873,id_retrieval_doi
https://doi.org/10.1016/j.socscimed.2009.03.043,https://openalex.org/W2058578732,1,,search_title
https://doi.org/10.1007/s00520-015-2960-x,https://openalex.org/W1802144599,1,https://pubmed.ncbi.nlm.nih.gov/26412244,id_retrieval_doi
https://doi.org/10.1177/1534765610395627,https://openalex.org/W2065495244,1,,search_title
,https://openalex.org/W2982291262,0,,search_title
,,0,,
,,0,,
,,0,,
https://doi.org/10.53841/bpsadm.2017.9.1.20,https://openalex.org/W4315745969,0,,search_title
https://doi.org/10.4324/9780203102459,https://openalex.org/W2763523512,0,,id_retrieval_doi
https://doi.org/10.4324/9780203852927,https://openalex.org/W4297688982,0,,id_retrieval_doi
,https://openalex.org/W259346676,0,,search_title
https://doi.org/10.4135/9781452230559,https://openalex.org/W4237435900,0,,id_retrieval_doi
https://doi.org/10.1017/cbo9780511544132,https://openalex.org/W1556974433,0,,id_retrieval_doi
https://doi.org/10.4324/9780203846155,https://openalex.org/W4244188685,0,,id_retrieval_doi
,,0,,
,https://openalex.org/W3202253166,0,,search_title_year
,,0,,
,,0,,
,,0,,
https://doi.org/10.4324/9781315755922,https://openalex.org/W3188272279,0,,id_retrieval_doi
https://doi.org/10.1007/978-1-4614-5737-4,https://openalex.org/W2502975032,0,,id_retrieval_doi
https://doi.org/10.4324/9780203112816,https://openalex.org/W4298067394,0,,id_retrieval_doi
https://doi.org/10.4018/978-1-4666-6563-7.ch015,https://openalex.org/W4233020533,0,,id_retrieval_doi
,https://openalex.org/W3193463842,0,,search_title
https://doi.org/10.1007/0-387-25610-5_13,https://openalex.org/W30414026,0,,search_title
https://doi.org/10.1007/978-1-4899-7522-5_2,https://openalex.org/W19348140,0,,id_retrieval_doi
https://doi.org/10.1007/978-1-4899-7522-5_1,https://openalex.org/W84580879,0,,id_retrieval_doi
https://doi.org/10.1002/9781119943242.ch20,https://openalex.org/W1533411732,0,,id_retrieval_doi
https://doi.org/10.1017/cbo9780511994791.010,https://openalex.org/W2204056733,0,,id_retrieval_doi
,,0,,
https://doi.org/10.1002/9781119998471.ch1a,https://openalex.org/W4246545349,0,,id_retrieval_doi
https://doi.org/10.1093/oxfordhb/9780195307030.013.0009,https://openalex.org/W350187187,0,,id_retrieval_doi
https://doi.org/10.1007/978-1-4899-7522-5_7,https://openalex.org/W125189053,0,,id_retrieval_doi
https://doi.org/10.1017/cbo9780511730030.019,https://openalex.org/W188761066,0,,id_retrieval_doi
https://doi.org/10.4324/9780203714928,https://openalex.org/W3006948589,0,,id_retrieval_doi
https://doi.org/10.4324/9780203818619,https://openalex.org/W4298439490,0,,id_retrieval_doi
https://doi.org/10.4135/9781446247648.n17,https://openalex.org/W4240497459,0,,id_retrieval_doi
,,0,,
https://doi.org/10.1017/cbo9780511543647.007,https://openalex.org/W2283954646,0,,id_retrieval_doi
https://doi.org/10.1002/9781119941101.ch13,https://openalex.org/W1571499900,0,,search_title
https://doi.org/10.4324/9780203893104,https://openalex.org/W3201271583,0,,id_retrieval_doi
,,0,,
https://doi.org/10.1093/oxfordhb/9780195307030.013.0006,https://openalex.org/W2651008852,0,,id_retrieval_doi
,,0,,
https://doi.org/10.1017/cbo9780511781919.010,https://openalex.org/W131431898,0,,id_retrieval_doi
https://doi.org/10.1017/cbo9780511730030.034,https://openalex.org/W1530094844,0,,id_retrieval_doi
,,0,,
https://doi.org/10.1007/978-3-319-18866-9_1,https://openalex.org/W2290943419,0,,id_retrieval_doi
https://doi.org/10.1093/acprof:oso/9780195182910.003.0015,https://openalex.org/W2229376104,0,,search_title
https://doi.org/10.3928/00485713-20090514-02,https://openalex.org/W2057195522,0,,search_title
https://doi.org/10.3928/00485713-20090514-02,https://openalex.org/W2057195522,0,,search_title
,,0,,
,,0,,
https://doi.org/10.1017/cbo9780511730030.013,https://openalex.org/W1564611926,0,,id_retrieval_doi
,,0,,
https://doi.org/10.1093/oxfordhb/9780195399066.013.0022,https://openalex.org/W309212705,0,,id_retrieval_doi
https://doi.org/10.1017/cbo9781139333610.005,https://openalex.org/W587776097,0,,id_retrieval_doi
https://doi.org/10.4135/9781483375366.n24,https://openalex.org/W2504488848,0,,id_retrieval_doi
https://doi.org/10.1007/978-94-017-8999-8_8,https://openalex.org/W322387985,0,,id_retrieval_doi
,,0,,
https://doi.org/10.1093/oxfordhb/9780195399066.013.0008,https://openalex.org/W1647248883,0,,id_retrieval_doi
https://doi.org/10.4324/9780203893104-8,https://openalex.org/W2803446327,0,,search_title
https://doi.org/10.4324/9780203102459,https://openalex.org/W2763523512,0,,id_retrieval_doi
https://doi.org/10.1007/4-431-29567-4_19,https://openalex.org/W42494225,0,,search_title
https://doi.org/10.1007/978-3-319-18866-9_6,https://openalex.org/W2292890744,0,,id_retrieval_doi
https://doi.org/10.1007/978-3-319-18866-9_4,https://openalex.org/W2307180991,0,,id_retrieval_doi
https://doi.org/10.1146/annurev.clinpsy.1.102803.143925,https://openalex.org/W4212764853,0,,search_title
https://doi.org/10.1017/cbo9780511994791.015,https://openalex.org/W1521696849,0,,id_retrieval_doi
,,0,,
https://doi.org/10.1017/cbo9780511730030.004,https://openalex.org/W183392980,0,,id_retrieval_doi
,,0,,
,,0,,
,https://openalex.org/W2429828059,0,,search_title
https://doi.org/10.4324/9780203943694,https://openalex.org/W3015871769,0,,id_retrieval_doi
https://doi.org/10.1017/cbo9780511994791.013,https://openalex.org/W1552716264,0,,id_retrieval_doi
https://doi.org/10.1017/cbo9780511730030.003,https://openalex.org/W1707126070,0,,id_retrieval_doi
https://doi.org/10.1007/0-387-25610-5_4,https://openalex.org/W2237599595,0,,id_retrieval_doi
https://doi.org/10.1016/b978-0-08-045048-3.00013-0,https://openalex.org/W2497442332,0,,id_retrieval_doi
,,0,,
https://doi.org/10.1093/oxfordhb/9780195307030.013.0015,https://openalex.org/W271248328,0,,id_retrieval_doi
,,0,,
,,0,,
https://doi.org/10.1093/oxfordhb/9780199733989.013.0003,https://openalex.org/W249595109,0,,id_retrieval_doi
https://doi.org/10.1007/978-1-4899-7522-5_3,https://openalex.org/W172263201,0,,id_retrieval_doi
https://doi.org/10.4324/9780203102459,https://openalex.org/W2763523512,0,,id_retrieval_doi
,,0,,
https://doi.org/10.1007/978-3-642-45375-5_12,https://openalex.org/W1961413588,0,,id_retrieval_doi
https://doi.org/10.1016/b978-0-12-398393-0.00006-7,https://openalex.org/W5715672,0,,id_retrieval_doi
https://doi.org/10.1007/978-1-4614-9354-9_14,https://openalex.org/W393240602,0,,id_retrieval_doi
https://doi.org/10.1007/978-1-4614-9354-9_5,https://openalex.org/W97029702,0,,id_retrieval_doi
https://doi.org/10.1017/cbo9780511711879.028,https://openalex.org/W1535728762,0,,id_retrieval_doi
https://doi.org/10.1017/cbo9780511500008.015,https://openalex.org/W1625798543,0,,id_retrieval_doi
,,0,,
,,0,,
https://doi.org/10.1002/9781119998471.ch4,https://openalex.org/W1514065447,0,,search_title
https://doi.org/10.1007/978-1-59259-852-6_12,https://openalex.org/W17622000,0,,search_title
https://doi.org/10.1007/978-3-319-22985-0_25,https://openalex.org/W2289723892,0,,id_retrieval_doi
https://doi.org/10.1017/cbo9781139344456.022,https://openalex.org/W3023088158,0,,id_retrieval_doi
,,0,,
https://doi.org/10.1017/cbo9780511730030.006,https://openalex.org/W2970836858,0,,id_retrieval_doi
https://doi.org/10.1007/978-3-319-13060-6_6,https://openalex.org/W2474317899,0,,id_retrieval_doi
https://doi.org/10.1017/cbo9781107446700.014,https://openalex.org/W2482529745,0,,search_title
,,0,,
https://doi.org/10.1007/978-3-319-09241-6_6,https://openalex.org/W78359863,0,,id_retrieval_doi
