pmid,doi,openalex_id,label_included
https://pubmed.ncbi.nlm.nih.gov/10021952,https://doi.org/10.1007/bf03012391,https://openalex.org/W2065215604,0
https://pubmed.ncbi.nlm.nih.gov/10025691,https://doi.org/10.1038/sj.sc.3100735,https://openalex.org/W2064421716,0
https://pubmed.ncbi.nlm.nih.gov/10027027,https://doi.org/10.1034/j.1399-6576.1999.430212.x,https://openalex.org/W1556227024,0
https://pubmed.ncbi.nlm.nih.gov/10027033,https://doi.org/10.1034/j.1399-6576.1999.430218.x,https://openalex.org/W1622501071,0
https://pubmed.ncbi.nlm.nih.gov/10028307,https://doi.org/10.1046/j.1365-2516.1998.00203.x,https://openalex.org/W2064838348,0
https://pubmed.ncbi.nlm.nih.gov/10030776,https://doi.org/10.1592/phco.19.3.236.30922,https://openalex.org/W1988156700,0
https://pubmed.ncbi.nlm.nih.gov/10051763,https://doi.org/10.1046/j.1460-9568.1999.00465.x,https://openalex.org/W1983802221,0
https://pubmed.ncbi.nlm.nih.gov/10051933,https://doi.org/10.1007/bf03012457,https://openalex.org/W2082613933,0
https://pubmed.ncbi.nlm.nih.gov/10051934,https://doi.org/10.1007/bf03012458,https://openalex.org/W2009291816,0
https://pubmed.ncbi.nlm.nih.gov/10068176,https://doi.org/10.1016/s0304-3959(98)00179-1,https://openalex.org/W2075716831,0
https://pubmed.ncbi.nlm.nih.gov/10071701,https://doi.org/10.4037/ajcc1999.8.2.105,https://openalex.org/W1836772088,0
https://pubmed.ncbi.nlm.nih.gov/10078674,https://doi.org/10.1097/00000542-199903000-00015,https://openalex.org/W1985519019,0
https://pubmed.ncbi.nlm.nih.gov/10081516,https://doi.org/10.1046/j.1365-2796.1999.00415.x,https://openalex.org/W1971493041,0
https://pubmed.ncbi.nlm.nih.gov/10081529,https://doi.org/10.1034/j.1399-6576.1999.430303.x,https://openalex.org/W2074632340,0
https://pubmed.ncbi.nlm.nih.gov/10081530,https://doi.org/10.1034/j.1399-6576.1999.430304.x,https://openalex.org/W2147927250,0
https://pubmed.ncbi.nlm.nih.gov/10081531,https://doi.org/10.1034/j.1399-6576.1999.430305.x,https://openalex.org/W2006813996,0
https://pubmed.ncbi.nlm.nih.gov/10083964,https://doi.org/10.1016/s0889-857x(05)70060-0,https://openalex.org/W1991771645,0
https://pubmed.ncbi.nlm.nih.gov/10084100,https://doi.org/10.1046/j.1365-2346.1999.00430.x,https://openalex.org/W2116480143,0
https://pubmed.ncbi.nlm.nih.gov/10090435,https://doi.org/10.1016/s0149-2918(00)88278-8,https://openalex.org/W2062415139,0
https://pubmed.ncbi.nlm.nih.gov/10101626,https://doi.org/10.1046/j.1365-2346.1999.00427.x,https://openalex.org/W2041054988,0
https://pubmed.ncbi.nlm.nih.gov/10101629,https://doi.org/10.1046/j.1365-2346.1999.00435.x,https://openalex.org/W1999507293,0
https://pubmed.ncbi.nlm.nih.gov/10141133,https://doi.org/10.1007/bf02197188,https://openalex.org/W1973589913,0
https://pubmed.ncbi.nlm.nih.gov/10141140,https://doi.org/10.1007/bf02197187,https://openalex.org/W2038055303,0
https://pubmed.ncbi.nlm.nih.gov/10153644,,https://openalex.org/W4300014379,0
https://pubmed.ncbi.nlm.nih.gov/10156211,https://doi.org/10.1007/bf02197084,https://openalex.org/W2090567061,0
https://pubmed.ncbi.nlm.nih.gov/10163578,https://doi.org/10.2165/00019053-199610040-00005,https://openalex.org/W2020190793,0
https://pubmed.ncbi.nlm.nih.gov/10175652,https://doi.org/10.1023/a:1008807923697,https://openalex.org/W2299134452,0
https://pubmed.ncbi.nlm.nih.gov/10183392,,https://openalex.org/W4302413351,0
https://pubmed.ncbi.nlm.nih.gov/10186467,https://doi.org/10.2165/00019053-199814030-00005,https://openalex.org/W1973492037,0
https://pubmed.ncbi.nlm.nih.gov/10189654,https://doi.org/10.1046/j.1460-9592.1999.9220317.x,https://openalex.org/W2080627438,0
https://pubmed.ncbi.nlm.nih.gov/10193215,https://doi.org/10.1046/j.1365-2044.1998.00636.x,https://openalex.org/W1538706318,0
https://pubmed.ncbi.nlm.nih.gov/10193280,https://doi.org/10.1093/bja/81.5.707,https://openalex.org/W2140347602,0
https://pubmed.ncbi.nlm.nih.gov/10193284,https://doi.org/10.1093/bja/81.5.727,https://openalex.org/W2165859036,0
https://pubmed.ncbi.nlm.nih.gov/10193285,https://doi.org/10.1093/bja/81.5.731,https://openalex.org/W2109011427,0
https://pubmed.ncbi.nlm.nih.gov/10193286,https://doi.org/10.1093/bja/81.5.737,https://openalex.org/W2168163646,0
https://pubmed.ncbi.nlm.nih.gov/10195718,https://doi.org/10.1016/s1072-7515(98)00316-0,https://openalex.org/W1666956129,0
https://pubmed.ncbi.nlm.nih.gov/10199350,https://doi.org/10.1016/s0140-6736(98)05069-7,https://openalex.org/W2121259846,0
https://pubmed.ncbi.nlm.nih.gov/10199880,https://doi.org/10.1161/01.cir.99.14.1837,https://openalex.org/W2125454092,0
https://pubmed.ncbi.nlm.nih.gov/10201671,https://doi.org/10.1097/00000542-199904000-00013,https://openalex.org/W2026461987,0
https://pubmed.ncbi.nlm.nih.gov/10201714,https://doi.org/10.1001/archpedi.153.4.331,https://openalex.org/W2056942256,0
https://pubmed.ncbi.nlm.nih.gov/10204735,https://doi.org/10.1016/s0304-3959(98)00207-3,https://openalex.org/W2039025058,0
https://pubmed.ncbi.nlm.nih.gov/10204760,https://doi.org/10.1016/s0304-3959(98)00218-8,https://openalex.org/W2065888878,0
https://pubmed.ncbi.nlm.nih.gov/10207461,https://doi.org/10.1148/radiology.210.3.r99fe54639,https://openalex.org/W2101708330,0
https://pubmed.ncbi.nlm.nih.gov/10209375,https://doi.org/10.1046/j.1365-2044.1999.00610.x,https://openalex.org/W1978476367,0
https://pubmed.ncbi.nlm.nih.gov/10211014,https://doi.org/10.1093/bja/81.6.887,https://openalex.org/W2154225812,0
https://pubmed.ncbi.nlm.nih.gov/10213849,https://doi.org/10.1159/000008629,https://openalex.org/W2087074174,0
https://pubmed.ncbi.nlm.nih.gov/10214482,https://doi.org/10.1007/s007010050296,https://openalex.org/W1996345132,0
https://pubmed.ncbi.nlm.nih.gov/10215712,https://doi.org/10.1046/j.1365-2044.1999.00665.x,https://openalex.org/W1502395812,0
https://pubmed.ncbi.nlm.nih.gov/10216434,,https://openalex.org/W2103195448,0
https://pubmed.ncbi.nlm.nih.gov/10216436,,https://openalex.org/W2414155270,0
https://pubmed.ncbi.nlm.nih.gov/10217341,https://doi.org/10.1097/00007691-199904000-00011,https://openalex.org/W2325005333,0
https://pubmed.ncbi.nlm.nih.gov/10220630,https://doi.org/10.1016/s0002-8703(99)70405-9,https://openalex.org/W1998235275,0
https://pubmed.ncbi.nlm.nih.gov/10221469,https://doi.org/10.4065/74.4.385,https://openalex.org/W1994201276,0
https://pubmed.ncbi.nlm.nih.gov/10225069,https://doi.org/10.1034/j.1399-6576.1999.430403.x,https://openalex.org/W2031727850,0
https://pubmed.ncbi.nlm.nih.gov/10225070,https://doi.org/10.1034/j.1399-6576.1999.430404.x,https://openalex.org/W2063093048,0
https://pubmed.ncbi.nlm.nih.gov/10225168,https://doi.org/10.1046/j.1365-2346.1999.00449.x,https://openalex.org/W1983836079,0
https://pubmed.ncbi.nlm.nih.gov/10225169,https://doi.org/10.1046/j.1365-2346.1999.00451.x,https://openalex.org/W2117745620,0
https://pubmed.ncbi.nlm.nih.gov/10228251,https://doi.org/10.1016/s0016-5107(99)70381-0,https://openalex.org/W2112868617,0
https://pubmed.ncbi.nlm.nih.gov/10229408,,https://openalex.org/W2290133626,1
https://pubmed.ncbi.nlm.nih.gov/10232715,https://doi.org/10.1007/bf03013223,https://openalex.org/W2087764484,0
https://pubmed.ncbi.nlm.nih.gov/10234493,https://doi.org/10.1046/j.1365-2346.1999.00470.x,https://openalex.org/W2060158103,0
https://pubmed.ncbi.nlm.nih.gov/10235527,https://doi.org/10.1097/00000658-199905000-00011,https://openalex.org/W2014042010,0
https://pubmed.ncbi.nlm.nih.gov/10320603,https://doi.org/10.1046/j.1460-9592.1999.00358.x,https://openalex.org/W1961392545,0
https://pubmed.ncbi.nlm.nih.gov/10321417,https://doi.org/10.1016/s0149-2918(00)88303-4,https://openalex.org/W1979642608,0
https://pubmed.ncbi.nlm.nih.gov/10323113,,https://openalex.org/W159754938,0
https://pubmed.ncbi.nlm.nih.gov/10325836,https://doi.org/10.1093/bja/82.1.52,https://openalex.org/W2116875775,0
