pmid,doi,openalex_id,label_included
10021952,,,0
10025691,,,0
10027027,,,0
10027033,,,0
10028307,,,0
10030776,,,0
10051763,,,0
10051933,,,0
10051934,,,0
10068176,,,0
10071701,,,0
10078674,,,0
10081516,,,0
10081529,,,0
10081530,,,0
10081531,,,0
10083964,,,0
10084100,,,0
10090435,,,0
10101626,,,0
10101629,,,0
10141133,,,0
10141140,,,0
10153644,,,0
10156211,,,0
10163578,,,0
10175652,,,0
10183392,,,0
10186467,,,0
10189654,,,0
10193215,,,0
10193280,,,0
10193284,,,0
10193285,,,0
10193286,,,0
10195718,,,0
10199350,,,0
10199880,,,0
10201671,,,0
10201714,,,0
10204735,,,0
10204760,,,0
10207461,,,0
10209375,,,0
10211014,,,0
10213849,,,0
10214482,,,0
10215712,,,0
10216434,,,0
10216436,,,0
10217341,,,0
10220630,,,0
10221469,,,0
10225069,,,0
10225070,,,0
10225168,,,0
10225169,,,0
10228251,,,0
10229408,,,1
10232715,,,0
10234493,,,0
10235527,,,0
10320603,,,0
10321417,,,0
10323113,,,0
10325836,,,0
10326986,,,0
10332431,,,0
10335806,,,0
10340954,,,0
10342006,,,0
10342407,,,0
10342415,,,0
10342416,,,0
10352657,,,0
10353500,,,0
10357424,,,0
10358691,,,0
10359427,,,0
10360847,,,0
10361663,,,0
10364869,,,0
10364998,,,0
10369590,,,0
10382920,,,0
10382926,,,0
10383545,,,0
10386115,,,0
10386120,,,0
10386121,,,0
10386123,,,0
10386124,,,0
10386127,,,0
10389953,,,0
10391814,,,0
10393001,,,0
10395414,,,0
10396713,,,0
10408823,,,0
10411767,,,0
10414471,,,0
10417452,,,0
10417454,,,0
10417506,,,0
10417863,,,0
10418644,,,0
10422664,,,0
10422923,,,0
10422926,,,0
10422932,,,0
10423055,,,0
10425951,,,0
10427455,,,0
10427881,,,0
10429417,,,0
10431306,,,0
10434236,,,0
10434817,,,0
10434819,,,0
10436837,,,0
10440466,,,0
10443608,,,0
10447905,,,0
10451130,,,0
10451131,,,0
10451133,,,0
10455841,,,0
10456240,,,0
10456820,,,0
10457875,,,0
10457880,,,0
10458255,,,0
10463519,,,0
10465680,,,0
10467917,,,0
10467919,,,0
10470633,,,0
10472210,,,0
10477194,,,0
10483311,,,0
10483385,,,0
10485502,,,0
10485772,,,0
10486687,,,0
10486991,,,0
10488254,,,0
10488295,,,0
10488677,,,0
10490154,,,0
10490156,,,0
10490157,,,0
10492054,,,0
10492407,,,0
10498025,,,0
10506672,,,0
10506675,,,0
10509323,,,0
10510918,,,0
10514020,,,0
10520911,,,0
10522577,,,0
10522738,,,0
10522739,,,0
10524468,,,0
10524469,,,0
10524470,,,1
10525594,,,0
10529851,,,0
10530535,,,0
10531625,,,0
10534607,,,0
10534971,,,0
10536549,,,0
10539379,,,0
10540058,,,0
10541775,,,1
10548210,,,0
10548704,,,0
10549465,,,0
10549929,,,0
10551571,,,0
10551756,,,0
10562783,,,0
10562784,,,0
10566922,,,0
10567729,,,0
10568861,,,0
10568873,,,0
10575502,,,0
10583349,,,0
10583355,,,0
10593159,,,0
10593465,,,0
10594428,,,0
10597055,,,0
10597883,,,0
10598433,,,0
10598634,,,0
10603686,,,0
10608201,,,0
10608204,,,0
10609351,,,0
10617261,,,0
10618936,,,0
10618937,,,0
10618939,,,0
10626714,,,0
10626715,,,0
10626931,,,0
10627347,,,0
10628627,,,0
10629624,,,0
10630837,,,0
10631438,,,0
10632947,,,0
10643361,,,0
10643545,,,0
10645303,,,0
10647800,,,0
10650230,,,0
10651671,,,0
10655908,,,0
10663002,,,0
10666521,,,0
10666525,,,0
10666549,,,0
10668859,,,0
10669269,,,0
10670117,,,0
10670264,,,0
10671837,,,0
10671840,,,0
10674503,,,0
10680109,,,0
10687523,,,0
10691216,,,0
10691220,,,0
10691230,,,0
10692629,,,0
10699770,,,0
10699771,,,0
10700784,,,0
10700786,,,0
10701800,,,0
10705425,,,0
10719944,,,0
10720861,,,0
10723296,,,0
10725965,,,0
10730079,,,0
10730731,,,0
10730733,,,0
10735341,,,0
10735342,,,0
10735909,,,0
10736080,,,0
10736083,,,0
10737286,,,1
10740327,,,0
10740552,,,0
10740555,,,0
10741821,,,0
10743444,,,0
10743445,,,0
10743448,,,0
10743462,,,0
10743822,,,1
10743823,,,0
10747210,,,0
10747212,,,0
10749965,,,0
10752810,,,0
10755497,,,0
10758470,,,0
10760623,,,0
10764171,,,0
10764172,,,0
10764173,,,0
10764185,,,0
10773501,,,0
10773513,,,0
10779656,,,0
10781115,,,0
10783429,,,0
10784070,,,0
10786738,,,0
10790552,,,0
10790605,,,0
10794581,,,0
10794994,,,0
10798466,,,0
10808729,,,0
10812139,,,0
10812259,,,0
10812417,,,0
10815009,,,0
10817004,,,0
10829145,,,0
10832944,,,0
10832945,,,0
10833307,,,0
10834668,,,0
10835989,,,0
10835994,,,0
10839074,,,0
10839903,,,0
10839907,,,0
10839912,,,0
10846913,,,0
10846914,,,0
10849455,,,0
10852643,,,0
10853429,,,0
10858825,,,0
10859453,,,0
10861154,,,0
10862437,,,0
10863042,,,0
10863050,,,0
10868557,,,0
10874381,,,0
10875715,,,0
10886692,,,0
10886699,,,0
10893594,,,0
10894582,,,0
10895182,,,0
10895744,,,0
10895746,,,0
10895748,,,0
10907964,,,0
10909571,,,0
10910490,,,0
10910491,,,0
10911488,,,0
10915416,,,0
10919300,,,0
10919304,,,0
10919528,,,0
10926069,,,0
10926073,,,0
10928438,,,0
10929726,,,0
10930636,,,0
10935004,,,0
10936472,,,0
10937910,,,0
10942661,,,0
10945514,,,0
10949061,,,0
10951799,,,0
10952406,,,0
10952476,,,0
10954816,,,0
10958101,,,0
10959360,,,0
10960201,,,0
10960893,,,0
10964147,,,0
10964149,,,0
10966691,,,0
10966692,,,0
10969513,,,0
10971385,,,0
10972049,,,0
10972054,,,0
10972635,,,0
10977118,,,0
10981566,,,0
10981568,,,0
10981569,,,0
10981570,,,0
10983898,,,0
10989857,,,0
10992829,,,0
10992830,,,0
10995143,,,0
10995147,,,0
10998643,,,0
10998719,,,0
10998721,,,0
10998722,,,0
11002713,,,0
11007224,,,0
11009498,,,0
11010058,,,0
11012492,,,0
11012498,,,0
11014391,,,0
11014399,,,0
11014401,,,0
11022617,,,0
11025234,,,0
11025237,,,0
11029125,,,0
11029568,,,0
11032271,,,0
11036173,,,0
11043615,,,0
11048339,,,0
11049008,,,0
11050519,,,0
11050521,,,0
11060588,,,0
11060815,,,0
11063373,,,0
11064492,,,0
11064609,,,0
11064622,,,0
11066170,,,0
11068116,,,0
11069340,,,0
11069475,,,0
11069861,,,0
11070965,,,0
11081593,,,0
11082068,,,0
11082083,,,0
11084478,,,0
11087888,,,0
11093393,,,0
11097538,,,0
11098103,,,0
11103193,,,0
11103484,,,0
11103723,,,0
11113287,,,0
11113288,,,0
11113290,,,0
11113680,,,0
11119195,,,0
11121933,,,0
11123736,,,0
11123737,,,0
11124008,,,0
11127110,,,0
11129121,,,0
11132737,,,0
11132739,,,0
11135723,,,0
11137414,,,0
11143184,,,0
11143208,,,0
11146613,,,0
11148857,,,0
11149429,,,0
11149462,,,0
11150979,,,0
11152035,,,0
11153786,,,0
11157525,,,0
11166969,,,1
11166974,,,0
11167169,,,0
11167437,,,0
11172169,,,0
11176086,,,0
11194730,,,0
11194981,,,0
11196544,,,0
11199374,,,0
11204052,,,0
11205226,,,0
11207001,,,0
