pmid,doi,openalex_id,label_included
https://pubmed.ncbi.nlm.nih.gov/10051933,https://doi.org/10.1007/bf03012457,https://openalex.org/W2082613933,0
https://pubmed.ncbi.nlm.nih.gov/10053177,https://doi.org/10.1056/nejm199903043400903,https://openalex.org/W2312609348,0
https://pubmed.ncbi.nlm.nih.gov/10066996,https://doi.org/10.1037/0021-843x.108.1.90,https://openalex.org/W2022904832,0
https://pubmed.ncbi.nlm.nih.gov/10072008,https://doi.org/10.1097/00000539-199903000-00020,https://openalex.org/W2021097359,0
https://pubmed.ncbi.nlm.nih.gov/10072410,https://doi.org/10.1056/nejm199903113401003,https://openalex.org/W4239283954,0
https://pubmed.ncbi.nlm.nih.gov/10078501,https://doi.org/10.1001/archpsyc.56.3.241,https://openalex.org/W2154849243,0
https://pubmed.ncbi.nlm.nih.gov/10084637,https://doi.org/10.4088/jcp.v60n0207,https://openalex.org/W1993818042,0
https://pubmed.ncbi.nlm.nih.gov/10088136,https://doi.org/10.1016/s0893-133x(98)00093-1,https://openalex.org/W1561544516,0
https://pubmed.ncbi.nlm.nih.gov/10090111,https://doi.org/10.1001/archinte.159.6.551,https://openalex.org/W2095656324,0
https://pubmed.ncbi.nlm.nih.gov/10091617,https://doi.org/10.1002/1531-8257(199903)14:2<246::aid-mds1008>3.0.co;2-p,https://openalex.org/W2062309915,0
https://pubmed.ncbi.nlm.nih.gov/10093649,https://doi.org/10.1007/s001010050672,https://openalex.org/W177478450,0
https://pubmed.ncbi.nlm.nih.gov/10103294,https://doi.org/10.1542/peds.103.4.730,https://openalex.org/W2068159905,0
https://pubmed.ncbi.nlm.nih.gov/10150160,https://doi.org/10.2165/00019053-199405060-00005,https://openalex.org/W1987365003,0
https://pubmed.ncbi.nlm.nih.gov/10192826,https://doi.org/10.1016/s0893-133x(98)00127-4,https://openalex.org/W2024391265,0
https://pubmed.ncbi.nlm.nih.gov/10192829,https://doi.org/10.1016/s0893-133x(98)00090-6,https://openalex.org/W2007865301,0
https://pubmed.ncbi.nlm.nih.gov/10195528,https://doi.org/10.1097/00000539-199904000-00023,https://openalex.org/W2090823918,0
https://pubmed.ncbi.nlm.nih.gov/10197827,https://doi.org/10.1001/archpsyc.56.4.330,https://openalex.org/W2044466939,1
https://pubmed.ncbi.nlm.nih.gov/10201102,https://doi.org/10.1901/jaba.1999.32-35,https://openalex.org/W2142468689,0
https://pubmed.ncbi.nlm.nih.gov/10211146,https://doi.org/10.1192/bjp.174.1.15,https://openalex.org/W1974783484,0
https://pubmed.ncbi.nlm.nih.gov/10211147,https://doi.org/10.1192/bjp.174.1.23,https://openalex.org/W2002691423,0
https://pubmed.ncbi.nlm.nih.gov/10227114,https://doi.org/10.3109/10826089909037245,https://openalex.org/W2081331438,0
https://pubmed.ncbi.nlm.nih.gov/10229041,https://doi.org/10.1111/j.1651-2227.1999.tb01100.x,https://openalex.org/W2018129806,0
https://pubmed.ncbi.nlm.nih.gov/10230181,https://doi.org/10.1097/00004583-199905000-00011,https://openalex.org/W4250858368,0
https://pubmed.ncbi.nlm.nih.gov/10230185,https://doi.org/10.1097/00004583-199905000-00015,https://openalex.org/W1999554211,0
https://pubmed.ncbi.nlm.nih.gov/10319784,https://doi.org/10.1097/00000542-199905000-00020,https://openalex.org/W2062715857,0
https://pubmed.ncbi.nlm.nih.gov/10321415,https://doi.org/10.1016/s0149-2918(00)88301-0,https://openalex.org/W2108061862,0
https://pubmed.ncbi.nlm.nih.gov/10327902,https://doi.org/10.1176/ajp.156.5.702,https://openalex.org/W2109442247,0
https://pubmed.ncbi.nlm.nih.gov/10350032,https://doi.org/10.1097/00004714-199906000-00009,https://openalex.org/W1979465426,1
https://pubmed.ncbi.nlm.nih.gov/10350037,https://doi.org/10.1097/00004714-199906000-00015,https://openalex.org/W2058694703,0
https://pubmed.ncbi.nlm.nih.gov/10356632,https://doi.org/10.1016/s0006-3223(98)00200-5,https://openalex.org/W2061769579,0
https://pubmed.ncbi.nlm.nih.gov/10357339,https://doi.org/10.1097/00000539-199906000-00024,https://openalex.org/W2086833356,0
https://pubmed.ncbi.nlm.nih.gov/10363731,https://doi.org/10.1016/s0149-2918(00)88317-4,https://openalex.org/W2145911019,0
https://pubmed.ncbi.nlm.nih.gov/10365192,https://doi.org/10.1080/105504999305929,https://openalex.org/W2170349643,0
https://pubmed.ncbi.nlm.nih.gov/10366082,https://doi.org/10.1016/s0161-6420(99)90260-9,https://openalex.org/W2073271495,0
https://pubmed.ncbi.nlm.nih.gov/10376125,https://doi.org/10.1016/s0006-3223(98)00238-8,https://openalex.org/W2070320964,0
https://pubmed.ncbi.nlm.nih.gov/10376129,https://doi.org/10.1016/s0006-3223(98)00250-9,https://openalex.org/W1986377817,0
https://pubmed.ncbi.nlm.nih.gov/10385840,https://doi.org/10.1177/088307389901400601,https://openalex.org/W2094405126,0
https://pubmed.ncbi.nlm.nih.gov/10401913,https://doi.org/10.4088/jcp.v60n0603,https://openalex.org/W2166525546,0
https://pubmed.ncbi.nlm.nih.gov/10416728,https://doi.org/10.1093/oxfordjournals.schbul.a033375,https://openalex.org/W2103782573,0
https://pubmed.ncbi.nlm.nih.gov/10417466,https://doi.org/10.1046/j.1365-2044.1999.00849.x,https://openalex.org/W2014788142,0
https://pubmed.ncbi.nlm.nih.gov/10423584,https://doi.org/10.1097/00045391-199701000-00003,https://openalex.org/W1985439185,0
https://pubmed.ncbi.nlm.nih.gov/10432470,https://doi.org/10.1016/s0893-133x(99)00023-8,https://openalex.org/W2047356397,0
https://pubmed.ncbi.nlm.nih.gov/10432791,https://doi.org/10.1111/1469-8986.3640419,https://openalex.org/W2102391728,0
https://pubmed.ncbi.nlm.nih.gov/10434228,https://doi.org/10.1177/00912709922008425,https://openalex.org/W2041491649,0
https://pubmed.ncbi.nlm.nih.gov/10434822,https://doi.org/10.1093/bja/82.3.391,https://openalex.org/W2097715705,0
https://pubmed.ncbi.nlm.nih.gov/10435394,https://doi.org/10.1007/s002130051003,https://openalex.org/W2034253210,0
https://pubmed.ncbi.nlm.nih.gov/10435771,https://doi.org/10.1097/00004850-199905002-00005,https://openalex.org/W1987447099,0
https://pubmed.ncbi.nlm.nih.gov/10440593,https://doi.org/10.1002/j.1550-8528.1999.tb00420.x,https://openalex.org/W2055344634,0
https://pubmed.ncbi.nlm.nih.gov/10453796,https://doi.org/10.4088/jcp.v60n0703,https://openalex.org/W1979840800,0
https://pubmed.ncbi.nlm.nih.gov/10468313,https://doi.org/10.1097/00004850-199907000-00002,https://openalex.org/W1989972780,0
https://pubmed.ncbi.nlm.nih.gov/10472699,,https://openalex.org/W2399154864,0
https://pubmed.ncbi.nlm.nih.gov/10478300,https://doi.org/10.1055/s-2007-994986,https://openalex.org/W135184902,0
https://pubmed.ncbi.nlm.nih.gov/10480663,https://doi.org/10.1016/s0920-9964(99)00021-3,https://openalex.org/W2005762752,0
https://pubmed.ncbi.nlm.nih.gov/10484947,https://doi.org/10.1176/ajp.156.9.1374,https://openalex.org/W2170201623,0
https://pubmed.ncbi.nlm.nih.gov/10485774,https://doi.org/10.1097/00000542-199909000-00015,https://openalex.org/W2120713954,0
https://pubmed.ncbi.nlm.nih.gov/10505583,https://doi.org/10.1097/00004714-199910000-00005,https://openalex.org/W2315406452,0
https://pubmed.ncbi.nlm.nih.gov/10505585,https://doi.org/10.1097/00004714-199910000-00007,https://openalex.org/W2312270175,0
https://pubmed.ncbi.nlm.nih.gov/10513460,,https://openalex.org/W47048920,0
https://pubmed.ncbi.nlm.nih.gov/10513857,,https://openalex.org/W1900488432,0
https://pubmed.ncbi.nlm.nih.gov/10520611,https://doi.org/10.1001/archpedi.153.10.1039,https://openalex.org/W2086464859,0
https://pubmed.ncbi.nlm.nih.gov/10553730,https://doi.org/10.1176/ajp.156.11.1686,https://openalex.org/W2111105929,0
https://pubmed.ncbi.nlm.nih.gov/10553837,https://doi.org/10.1213/00000539-199911000-00024,https://openalex.org/W2043325087,0
https://pubmed.ncbi.nlm.nih.gov/10565800,https://doi.org/10.1097/00004850-199911000-00003,https://openalex.org/W1981207331,0
,,,0
https://pubmed.ncbi.nlm.nih.gov/10589634,https://doi.org/10.1097/00000539-199912000-00032,https://openalex.org/W1971792289,0
https://pubmed.ncbi.nlm.nih.gov/10591283,https://doi.org/10.1001/archpsyc.56.12.1073,https://openalex.org/W2601578636,0
https://pubmed.ncbi.nlm.nih.gov/10591284,https://doi.org/10.1001/archpsyc.56.12.1088,https://openalex.org/W4247130871,0
https://pubmed.ncbi.nlm.nih.gov/10591285,https://doi.org/10.1001/archpsyc.56.12.1097,https://openalex.org/W2060100041,0
https://pubmed.ncbi.nlm.nih.gov/10591309,https://doi.org/10.1001/archpedi.153.12.1292,https://openalex.org/W2127122500,0
https://pubmed.ncbi.nlm.nih.gov/10596559,,https://openalex.org/W38821784,0
https://pubmed.ncbi.nlm.nih.gov/10596735,https://doi.org/10.1023/a:1022309428886,https://openalex.org/W2009578329,0
https://pubmed.ncbi.nlm.nih.gov/10598217,https://doi.org/10.1080/105504999305749,https://openalex.org/W2171397714,0
https://pubmed.ncbi.nlm.nih.gov/10601673,https://doi.org/10.1016/s0304-3959(99)00181-5,https://openalex.org/W2062771008,0
https://pubmed.ncbi.nlm.nih.gov/10606837,https://doi.org/10.1046/j.1365-2125.2000.00140.x,https://openalex.org/W1847561584,0
https://pubmed.ncbi.nlm.nih.gov/10606838,https://doi.org/10.1046/j.1365-2125.2000.00111.x,https://openalex.org/W1541888681,0
https://pubmed.ncbi.nlm.nih.gov/10616134,https://doi.org/10.1348/000711299160211,https://openalex.org/W1963817404,0
https://pubmed.ncbi.nlm.nih.gov/10625080,https://doi.org/10.1203/00006450-200001000-00009,https://openalex.org/W2078259637,0
https://pubmed.ncbi.nlm.nih.gov/10632912,https://doi.org/10.1046/j.1460-9592.2000.00441.x,https://openalex.org/W1535054265,0
https://pubmed.ncbi.nlm.nih.gov/10637400,https://doi.org/10.1002/(sici)1099-1166(200001)15:1<14::aid-gps70>3.0.co;2-8,https://openalex.org/W2121543279,0
https://pubmed.ncbi.nlm.nih.gov/10637676,https://doi.org/10.1177/070674379904401003,https://openalex.org/W2409917428,0
https://pubmed.ncbi.nlm.nih.gov/10637677,https://doi.org/10.1177/070674379904401004,https://openalex.org/W45256934,0
https://pubmed.ncbi.nlm.nih.gov/10637678,https://doi.org/10.1177/070674379904401005,https://openalex.org/W2415033868,0
https://pubmed.ncbi.nlm.nih.gov/10637679,https://doi.org/10.1177/070674379904401006,https://openalex.org/W2409482832,0
https://pubmed.ncbi.nlm.nih.gov/10637684,https://doi.org/10.1177/070674379904401011,https://openalex.org/W2420851163,0
https://pubmed.ncbi.nlm.nih.gov/10647097,https://doi.org/10.1016/s0924-977x(99)00054-1,https://openalex.org/W1992398211,0
https://pubmed.ncbi.nlm.nih.gov/10653210,https://doi.org/10.1097/00004714-200002000-00011,https://openalex.org/W2331368560,0
https://pubmed.ncbi.nlm.nih.gov/10660814,https://doi.org/10.1177/000992280003900102,https://openalex.org/W2109935740,0
https://pubmed.ncbi.nlm.nih.gov/10663415,https://doi.org/10.1007/s002130050022,https://openalex.org/W2056579603,0
https://pubmed.ncbi.nlm.nih.gov/10671847,https://doi.org/10.1046/j.1365-2044.2000.01215.x,https://openalex.org/W2137127582,0
https://pubmed.ncbi.nlm.nih.gov/10671903,https://doi.org/10.1046/j.1365-2125.2000.00121.x,https://openalex.org/W2164164342,0
https://pubmed.ncbi.nlm.nih.gov/10688158,https://doi.org/10.1016/s0925-4927(99)00032-3,https://openalex.org/W2048766195,0
https://pubmed.ncbi.nlm.nih.gov/10691221,https://doi.org/10.1097/00000542-200002000-00016,https://openalex.org/W2046030804,0
https://pubmed.ncbi.nlm.nih.gov/10704958,https://doi.org/10.1016/s0006-3223(99)00273-5,https://openalex.org/W2087505840,0
https://pubmed.ncbi.nlm.nih.gov/10711900,https://doi.org/10.1016/s0161-6420(99)00083-4,https://openalex.org/W1893395659,0
https://pubmed.ncbi.nlm.nih.gov/10716102,https://doi.org/10.1016/s0740-5472(99)00050-1,https://openalex.org/W1974086885,0
https://pubmed.ncbi.nlm.nih.gov/10720292,https://doi.org/10.1212/wnl.54.5.1166,https://openalex.org/W2551140411,0
https://pubmed.ncbi.nlm.nih.gov/10722180,https://doi.org/10.1017/s0033291799001476,https://openalex.org/W1970892722,0
