openalex_id,doi,pmid,label_included
https://openalex.org/W2478209357,https://doi.org/10.1016/j.resuscitation.2016.07.007,https://pubmed.ncbi.nlm.nih.gov/27492850,0
https://openalex.org/W2095179087,https://doi.org/10.1016/j.psym.2011.02.007,,0
https://openalex.org/W1955235752,https://doi.org/10.3389/fphar.2015.00258,https://pubmed.ncbi.nlm.nih.gov/26582989,0
https://openalex.org/W2373924009,https://doi.org/10.1159/000446159,,0
https://openalex.org/W1997922550,https://doi.org/10.1002/mds.20700,https://pubmed.ncbi.nlm.nih.gov/16229010,0
https://openalex.org/W2401397987,,,0
https://openalex.org/W1791219890,https://doi.org/10.1016/j.jstrokecerebrovasdis.2015.06.012,,0
https://openalex.org/W2007314296,https://doi.org/10.1097/gme.0000000000000345,https://pubmed.ncbi.nlm.nih.gov/25335101,0
https://openalex.org/W2166002623,https://doi.org/10.1212/wnl.0000000000000665,,0
https://openalex.org/W2050284993,https://doi.org/10.1159/000244812,,0
https://openalex.org/W1998966286,https://doi.org/10.1016/j.amjcard.2009.08.654,,0
https://openalex.org/W2415331590,,,0
https://openalex.org/W1983052193,https://doi.org/10.1016/j.jamda.2012.12.010,https://pubmed.ncbi.nlm.nih.gov/23375521,0
https://openalex.org/W2018700628,https://doi.org/10.1159/000022069,,0
https://openalex.org/W2120316106,https://doi.org/10.1016/j.jalz.2014.05.1758,https://pubmed.ncbi.nlm.nih.gov/25150731,0
https://openalex.org/W2214304768,https://doi.org/10.1016/s0885-3924(00)00198-6,https://pubmed.ncbi.nlm.nih.gov/11018341,0
https://openalex.org/W2284105471,https://doi.org/10.1001/jama.2016.0701,https://pubmed.ncbi.nlm.nih.gov/26903329,0
https://openalex.org/W2121111523,https://doi.org/10.1161/strokeaha.111.631028,https://pubmed.ncbi.nlm.nih.gov/22033996,0
https://openalex.org/W2419045017,https://doi.org/10.1186/s12877-016-0291-5,,0
https://openalex.org/W1984135936,https://doi.org/10.1016/j.jns.2012.07.059,https://pubmed.ncbi.nlm.nih.gov/22935406,0
https://openalex.org/W2168543806,https://doi.org/10.1111/j.1532-5415.2008.01991.x,https://pubmed.ncbi.nlm.nih.gov/19016945,0
https://openalex.org/W2095032470,https://doi.org/10.1371/journal.pone.0097113,,0
https://openalex.org/W2165292147,https://doi.org/10.1093/brain/awg101,,0
https://openalex.org/W1743169059,https://doi.org/10.1002/gps.3886,https://pubmed.ncbi.nlm.nih.gov/22968997,0
https://openalex.org/W2168592882,https://doi.org/10.1097/brs.0b013e318219d28d,https://pubmed.ncbi.nlm.nih.gov/22805344,0
https://openalex.org/W2462216977,https://doi.org/10.2147/ijgm.s105302,https://pubmed.ncbi.nlm.nih.gov/27418851,0
https://openalex.org/W2048403511,https://doi.org/10.1089/jpm.2010.0512,https://pubmed.ncbi.nlm.nih.gov/21651369,0
https://openalex.org/W2015457963,https://doi.org/10.1016/j.ajo.2011.11.032,https://pubmed.ncbi.nlm.nih.gov/22321802,0
https://openalex.org/W2037805408,https://doi.org/10.1159/000008242,,0
https://openalex.org/W1983224362,https://doi.org/10.3109/09513590903184134,https://pubmed.ncbi.nlm.nih.gov/19995152,0
https://openalex.org/W1975636008,https://doi.org/10.1038/nrd3316,https://pubmed.ncbi.nlm.nih.gov/21030987,0
https://openalex.org/W2185888781,,,0
https://openalex.org/W2401346890,,,0
https://openalex.org/W1998297429,https://doi.org/10.1097/jto.0b013e318206dc10,https://pubmed.ncbi.nlm.nih.gov/21258251,0
https://openalex.org/W2584416380,https://doi.org/10.1080/07853890.2017.1290821,https://pubmed.ncbi.nlm.nih.gov/28151011,0
https://openalex.org/W1974885608,https://doi.org/10.1097/ede.0b013e318188e21d,https://pubmed.ncbi.nlm.nih.gov/18813016,0
https://openalex.org/W2327422563,https://doi.org/10.1097/jcp.0b013e3182a58dce,https://pubmed.ncbi.nlm.nih.gov/24091859,0
https://openalex.org/W2795190614,https://doi.org/10.1097/bsd.0000000000000509,https://pubmed.ncbi.nlm.nih.gov/28169941,0
https://openalex.org/W2068458468,https://doi.org/10.1016/j.athoracsur.2013.12.083,https://pubmed.ncbi.nlm.nih.gov/24792302,0
https://openalex.org/W2022351811,https://doi.org/10.1007/s00381-013-2184-7,https://pubmed.ncbi.nlm.nih.gov/23748465,0
https://openalex.org/W2735036353,https://doi.org/10.12968/jowc.2017.26.7.400,https://pubmed.ncbi.nlm.nih.gov/28704157,0
https://openalex.org/W2012704119,https://doi.org/10.1111/j.1365-2265.2007.02983.x,https://pubmed.ncbi.nlm.nih.gov/17666090,0
https://openalex.org/W2288737510,https://doi.org/10.1016/j.jacc.2016.01.007,https://pubmed.ncbi.nlm.nih.gov/26940920,0
https://openalex.org/W1990157538,https://doi.org/10.1080/080370500439227,,0
https://openalex.org/W2099699824,https://doi.org/10.1373/clinchem.2004.035790,https://pubmed.ncbi.nlm.nih.gov/15277369,0
https://openalex.org/W2317448753,https://doi.org/10.1097/ana.0000000000000279,https://pubmed.ncbi.nlm.nih.gov/26841352,0
https://openalex.org/W4292329040,https://doi.org/10.1161/cir.0b013e31823ac046,,0
https://openalex.org/W1999507084,https://doi.org/10.1093/nar/gkg435,,0
https://openalex.org/W2035080683,https://doi.org/10.1016/j.ejheart.2007.02.004,,0
https://openalex.org/W2034231445,https://doi.org/10.1016/j.neurobiolaging.2010.06.012,,0
https://openalex.org/W2037507757,https://doi.org/10.1210/jc.2014-3586,,0
