openalex_id,doi,pmid,label_included,label_abstract_included,method
,https://doi.org/10.1001/jamapsychiatry.2014.3039,,1,,
,https://doi.org/10.1016/j.brat.2014.01.008,,1,,
,https://doi.org/10.1159/000348451,,1,,
,https://doi.org/10.1111/j.1600-0447.2012.01923.x,,1,,
,https://doi.org/10.1159/000338897,,1,,
,https://doi.org/10.1111/j.2044-8260.2011.02017.x,,1,,
,https://doi.org/10.1192/bjp.bp.109.070177,,1,,
,https://doi.org/10.3109/00048670903393621,,1,,
,https://doi.org/10.1176/appi.ajp.2009.09010039,,1,,
,https://doi.org/10.1176/appi.ajp.2009.09040539,,1,,
,https://doi.org/10.1016/j.brat.2009.07.013,,1,,
,https://doi.org/10.1016/j.jbtep.2009.01.002,,1,,
,https://doi.org/10.1176/appi.ajp.164.6.922,,1,,
,https://doi.org/10.1001/archpsyc.63.7.757,,1,,
,https://doi.org/10.1001/archpsyc.63.6.649,,1,,
,https://doi.org/10.1016/j.brat.2004.09.008,,1,,
,https://doi.org/10.1016/S0005-7894(01)80009-5,,1,,
,https://doi.org/10.1176/ajp.151.12.1771,,1,,
,https://doi.org/10.1001/archpsyc.1991.01810360024003,,1,,
,https://doi.org/10.1016/S1077-7229(00)80052-8,,1,,
,https://doi.org/10.1007/s10560-017-0505-5,,0,,
,https://doi.org/10.1037/pap0000130,,0,,
,https://doi.org/10.1001/jamapsychiatry.2016.4287,,0,,
,https://doi.org/10.1037/cfp0000076,,0,,
,https://doi.org/10.1111/jocn.13793,,0,,
,https://doi.org/10.1055/s-0042-106068,,0,,
,,,0,,
,https://doi.org/10.1016/j.brs.2017.01.583,,0,,
,https://doi.org/10.1080/10503307.2015.1110635,,0,,
,https://doi.org/10.1037/ccp0000196,,0,,
,https://doi.org/10.1037/ccp0000206,,0,,
,https://doi.org/10.1002/cpp.2017,,0,,
,https://doi.org/10.1111/jar.12335,,0,,
,https://doi.org/10.1177/1087054714551635,,0,,
,https://doi.org/10.1521/pdps.2017.45.1.1,,0,,
,https://doi.org/10.1111/papt.12097,,0,,
,https://doi.org/10.1016/j.neurenf.2016.12.005,,0,,
,https://doi.org/10.1016/j.psychres.2016.12.045,,0,,
,https://doi.org/10.1002/jclp.22467,,0,,
,https://doi.org/10.1017/S1352465816000679,,0,,
,https://doi.org/10.1037/int0000061,,0,,
,https://doi.org/10.1016/j.beth.2016.09.006,,0,,
,https://doi.org/10.1111/papt.12112,,0,,
,https://doi.org/10.1080/10503307.2015.1072283,,0,,
,https://doi.org/10.1111/jar.12302,,0,,
,https://doi.org/10.1111/cfs.12338,,0,,
,https://doi.org/10.1111/acps.12664,,0,,
,https://doi.org/10.1007/s10608-016-9815-8,,0,,
,https://doi.org/10.1007/s12160-016-9840-6,,0,,
,https://doi.org/10.1007/s40596-016-0593-0,,0,,
,,,0,,
,,,0,,
,https://doi.org/10.3389/fpsyg.2016.01851,,0,,
,https://doi.org/10.1521/pdps.2016.44.4.505,,0,,
,https://doi.org/10.1016/j.mhpa.2016.10.002,,0,,
,,,0,,
,https://doi.org/10.1371/journal.pone.0156397,,0,,
,https://doi.org/10.1093/scan/nsw016,,0,,
,https://doi.org/10.1097/HRP.0000000000000113,,0,,
,https://doi.org/10.1186/s12888-016-1000-9,,0,,
,https://doi.org/10.1186/s40359-016-0151-2,,0,,
,https://doi.org/10.1016/j.psychres.2016.04.050,,0,,
,https://doi.org/10.1002/pmh.1326,,0,,
,https://doi.org/10.1001/jamaneurol.2015.4452,,0,,
,https://doi.org/10.1176/appi.psychotherapy.2016.70.2.167,,0,,
,https://doi.org/10.1007/s12671-016-0572-2,,0,,
,,,0,,
,https://doi.org/10.1002/cpp.1956,,0,,
,https://doi.org/10.1016/j.jpsychires.2016.04.003,,0,,
,https://doi.org/10.1521/pedi_2015_29_207,,0,,
,https://doi.org/10.1080/02668734.2016.1145131,,0,,
,https://doi.org/10.1016/j.jbtep.2016.04.006,,0,,
,https://doi.org/10.1521/pedi_2015_29_196,,0,,
,https://doi.org/10.1159/000441731,,0,,
,https://doi.org/10.1016/j.jaac.2016.01.005,,0,,
,https://doi.org/10.1186/s12888-016-0773-1,,0,,
,https://doi.org/10.1002/jclp.22269,,0,,
,https://doi.org/10.1007/s12671-016-0492-1,,0,,
,https://doi.org/10.1002/da.22472,,0,,
,https://doi.org/10.1016/j.jad.2015.11.031,,0,,
,https://doi.org/10.1002/eat.22468,,0,,
,https://doi.org/10.1111/jir.12220,,0,,
,https://doi.org/10.1016/j.comppsych.2015.05.016,,0,,
,https://doi.org/10.5127/jep.041714,,0,,
,https://doi.org/10.3109/10826084.2014.977397,,0,,
,https://doi.org/10.4088/JCP.15com09814,,0,,
,https://doi.org/10.1037/hea0000307,,0,,
